edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_12;flow_line_13;flow_line_16;flow_line_17;flow_line_20;flow_line_21;flow_line_22;flow_line_23;flow_line_24;flow_line_25;flow_line_26;flow_line_27
0;5.4;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0
1;5.4;8.039999999145941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.039999999145941;0.0;0.0;0.0;0.0
10;1.8;100.00000000000017;0.0;0.0;0.0;0.0;100.00000000000017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1.8;70.40999999995336;0.0;0.0;0.0;0.0;0.0;70.40999999995336;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;275.32;0.0;0.0;0.0;0.0;0.0;0.0;275.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;2.4;104.77999999999956;0.0;0.0;0.0;0.0;0.0;0.0;0.0;104.77999999999956;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;2.0;110.33999999914607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110.33999999914607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;181.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;181.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;1.2;262.4999999990997;0.0;0.0;0.0;0.0;74.9999999990997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;187.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;1.2;84.55999999909892;0.0;0.0;0.0;0.0;0.0;21.129999999999335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.42999999909959;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;1.2;300.0000000000002;0.0;0.0;300.0000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;1.2;73.7999999999998;0.0;0.0;0.0;73.7999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;165.87999999914595;0.0;0.0;0.0;0.0;0.0;0.0;147.88999999914594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.990000000000002;0.0;0.0;0.0;0.0
20;2.0;63.139999999999915;0.0;0.0;0.0;0.0;0.0;47.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.239999999999913;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;2.0;25.720000000000116;0.0;0.0;0.0;0.0;15.120000000000115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.600000000000001;0.0;0.0;0.0;0.0;0.0;0.0
22;1.2;52.650000000000006;0.0;0.0;0.0;0.0;38.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.56;0.0;0.0;0.0;0.0;0.0;0.0
23;1.2;47.07;0.0;0.0;0.0;0.0;0.0;47.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;2.0;47.90999999919224;0.0;0.0;0.0;0.0;0.0;27.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.17999999919224;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;2.0;112.49999999999997;0.0;0.0;0.0;0.0;74.99999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.50000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;1.2;300.0;0.0;0.0;224.99999999914616;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.00000000085387;0.0;0.0;0.0
27;1.2;202.17999999914582;0.0;0.0;0.0;167.5099999991458;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.67;0.0;0.0
28;1.2;232.33999999923896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.18999999919224;189.15000000004673;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;1.2;185.2799999991457;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;147.7799999991457;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;1.4;25.230000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.090000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.14;0.0;0.0;0.0;0.0;0.0
30;1.8;214.42000000004623;0.0;180.81000000004624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;1.8;300.0;250.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;2.6;192.43000000000012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.87;0.0;0.0;0.0;0.0;0.0;119.56000000000013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;2.6;224.45000000000056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.22000000000023;0.0;0.0;0.0;0.0;0.0;133.23000000000033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;2.0;187.5;187.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;2.0;135.95999999995402;0.0;135.95999999995402;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;2.33;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0
