edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_12;flow_line_13;flow_line_16;flow_line_17;flow_line_20;flow_line_21;flow_line_22;flow_line_23;flow_line_24;flow_line_25;flow_line_26;flow_line_27
0;5.4;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0
1;5.4;37.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.29;0.0;0.0;0.0;0.0
10;1.8;300.0000000023014;100.0;0.0;0.0;0.0;150.00000000230145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.99999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1.8;165.10999996078016;0.0;0.0;0.0;0.0;0.0;127.60999996078014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;300.0;0.0;0.0;0.0;0.0;0.0;0.0;262.5;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;2.4;184.2799997448322;75.0;0.0;0.0;0.0;0.0;0.0;0.0;71.77999974483218;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;2.0;89.3700000190729;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.3700000190729;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;159.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;159.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;1.2;441.4400000392201;99.2600000023015;0.0;0.0;0.0;115.25000000230125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.46999999769872;0.0;182.4600000369186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;1.2;159.67000001907292;0.0;0.0;0.0;0.0;0.0;90.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.3;0.0;57.76000001907293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
