array_job_id;task_id;run_group_id;case_k;case_per_run;case_variants;case_selection;case_p_fail;case_id;case_sweep_row;case_variant_idx;case_edges;case_lines;WS;RP;EEV_nom;EEV_mean;EVPI;VSS_nom;VSS_mean;procedures_present
12204988;0;g_000;1;1;38;line_consecutive;0.5;1000;0;0;12-13;12;51140.23999995939;51140.24000000001;51140.23999999839;51140.23999999839;4.0621671359986073e-08;-1.622538547962904e-09;-1.622538547962904e-09;eev,integrated,separated,ws
12204988;1;g_000;1;1;38;line_consecutive;0.5;1001;0;1;20-21;6;52734.39;53053.34;53432.83499999839;53432.83499999839;318.9499999999971;379.4949999983946;379.4949999983946;eev,integrated,separated,ws
12204988;2;g_000;1;1;38;line_consecutive;0.5;1002;0;2;14-23;4,10;54841.905;55396.175;56078.2449999984;56078.2449999984;554.2700000000041;682.069999998399;682.069999998399;eev,integrated,separated,ws
12204988;3;g_000;1;1;38;line_consecutive;0.5;1003;0;3;22-23;5;51792.595;51792.595000000016;51792.59499999839;51792.59499999839;1.4551915228366852e-11;-1.622538547962904e-09;-1.622538547962904e-09;eev,integrated,separated,ws
12204988;4;g_000;1;1;38;line_consecutive;0.5;1004;0;4;11-14;4,8,10;55715.63;56294.27999999999;57293.02999999839;57293.0299999984;578.6499999999942;998.7499999983992;998.7499999984066;eev,integrated,separated,ws
12204988;5;g_000;1;1;38;line_consecutive;0.5;1005;0;5;4-5;3;51140.23999999999;51140.24000002087;51140.23999999839;51140.2399999984;2.0881998352706432e-08;-2.2482709027826783e-08;-2.2475433070212606e-08;eev,integrated,separated,ws
12204988;6;g_000;1;1;38;line_consecutive;0.5;1006;0;6;1-2;12;51140.240000000005;51140.24000000041;51140.23999999839;51140.23999999839;4.074536263942719e-10;-2.0227162167429924e-09;-2.0227162167429924e-09;eev,integrated,separated,ws
12204988;7;g_000;1;1;38;line_consecutive;0.5;1007;0;7;4-11;4;54346.69;55250.21499999997;55779.53499999839;55779.5349999984;903.5249999999652;529.3199999984208;529.3199999984354;eev,integrated,separated,ws
12204988;8;g_000;1;1;38;line_consecutive;0.5;1008;0;8;16-17;2,13;56436.240000000005;57344.130000000005;57945.2149999984;57889.19;907.8899999999994;601.0849999983984;545.0599999999977;eev,integrated,separated,ws
12204988;9;g_000;1;1;38;line_consecutive;0.5;1009;0;9;10-11;1,7,10;55473.42;56713.88000000002;58023.90499999839;58023.90499703081;1240.460000000021;1310.0249999983716;1310.0249970307923;eev,integrated,separated,ws
12204988;10;g_000;1;1;38;line_consecutive;0.5;1010;0;10;7-18;3,11;51140.23999999999;51140.24000000001;51140.23999999839;51140.23999999839;2.182787284255028e-11;-1.622538547962904e-09;-1.622538547962904e-09;eev,integrated,separated,ws
12204988;11;g_000;1;1;38;line_consecutive;0.5;1011;0;11;13-24;6;53437.67;53966.72;54488.29499999839;54488.2949999984;529.0500000000029;521.5749999983891;521.5749999983964;eev,integrated,separated,ws
12204988;12;g_000;1;1;38;line_consecutive;0.5;1012;0;12;20-21;6;52734.39;53053.34;53432.83499999839;53432.83499999839;318.9499999999971;379.4949999983946;379.4949999983946;eev,integrated,separated,ws
12204988;13;g_000;1;1;38;line_consecutive;0.5;1013;0;13;1-3;4,8,12;58391.90999999965;58918.000000000015;59192.72499999839;59192.7249999984;526.0900000003676;274.724999998376;274.7249999983833;eev,integrated,separated,ws
12204988;14;g_000;1;1;38;line_consecutive;0.5;1014;0;14;18-20;11;51140.24;51140.24000000485;51140.23999998507;51140.23999998508;4.853063728660345e-09;-1.9783328752964732e-08;-1.9768776837736368e-08;eev,integrated,separated,ws
12204988;15;g_000;1;1;38;line_consecutive;0.5;1015;0;15;23-24;4;54286.7;55198.02999992916;55588.29499999839;55588.2949999984;911.329999929163;390.26500006923015;390.26500006923743;eev,integrated,separated,ws
12204988;16;g_000;1;1;38;line_consecutive;0.5;1016;0;16;21-24;6;52808.19;53127.14000000001;53497.5899999984;53497.5899999984;318.9500000000044;370.4499999983964;370.4499999983964;eev,integrated,separated,ws
12204988;17;g_000;1;1;38;line_consecutive;0.5;1017;0;17;17-19;2,13,14;60308.675;60993.63499999944;61877.76999999839;61414.10544037583;684.9599999994389;884.134999998947;420.4704403763899;eev,integrated,separated,ws
12204988;18;g_000;1;1;38;line_consecutive;0.5;1018;0;18;21-22;13;51402.16;51664.08000000001;51710.22499999839;51710.22499999838;261.9200000000056;46.144999998381536;46.14499999837426;eev,integrated,separated,ws
12204988;19;g_000;1;1;38;line_consecutive;0.5;1019;0;19;16-18;1;52659.84999999999;53324.045000000006;55021.82999999839;55021.82999999839;664.1950000000143;1697.784999998381;1697.784999998381;eev,integrated,separated,ws
