line;group;nominal;scenario 1;scenario 2
prob;;;0.4;0.6
objective;;10.0;28.0;10.0
cost_time;;2.0;4.0;2.0
cost_wait;;0.0;0.0;0.0
cost_oper;;8.0;8.0;8.0
cost_repl;;;16.0;0.0
0;1;0;0.0;0.0
1;1;0;0.0;0.0
2;2;1;0.0;1.0
3;2;1;0.0;1.0
4;3;1;0.0;1.0
5;3;1;0.0;1.0
6;4;0;1.0;0.0
7;4;0;1.0;0.0
