source;network;scenario_line_data;procedure;optimize_lines;routing_agg;eliminate_subtours;line_repl_allowed;waiting_time_frequency;gap;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;num_od;train_capacity;infrastructure_capacity;max_frequency;num_scenarios;cost_repl_freq;cost_repl_line;repl_budget;status_code;status;objective;cost_time;cost_wait;cost_oper;runtime_s;N;E_dir;L;S;obj_stage1;obj_stage2_exp;repl_cost_exp
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;0;1;1;50;12;5;2;200;1000;-5;;2;12.0;;;;0.002000093460083008;5;8;6;2;6.0;6.0;
