source;network;scenario_line_data;procedure;routing_agg;waiting_time_frequency;gap;time_limit;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;cost_repl_freq;cost_repl_line;repl_budget;bypass_multiplier;overdemand_threshold;overdemand_multiplier;num_od;train_capacity;infrastructure_capacity;max_frequency;status_code;status;objective;runtime_s;cost_time;cost_time_base;cost_time_over;cost_bypass;cost_wait;cost_oper;obj_stage1;obj_stage2_exp;repl_cost_freq_exp;repl_cost_path_exp;repl_cost_exp
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;63496.584;0.559999942779541;26372.924;25023.824;1349.1000000000008;0.0;6157.899999999999;10576.96;19730.949999999997;43765.634000000005;11172.8;9216.0;20388.8
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;19730.949999999997;0.5759999752044678;11711.57;11291.76;419.8100000000004;0.0;2843.379999999999;5176.0;19730.949999999997;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;50;50;10;10;2;OPTIMAL;64029.588;424.61100006103516;32659.923999999995;30908.59799999999;1751.326000000001;0.0;7675.263999999997;14158.400000000001;25633.93999999999;38395.648000000016;3391.9999999999995;6144.0;9536.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;50;50;10;10;2;OPTIMAL;69466.904;0.9730000495910645;31183.716;30101.908000000003;1081.8080000000004;0.0;7313.427999999999;11748.959999999997;23176.619999999995;46290.284;10004.8;9216.0;19220.8
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;50;50;10;10;2;OPTIMAL;23176.619999999995;0.999000072479248;14094.4;13697.48;396.9200000000002;0.0;3437.0199999999995;5645.199999999999;23176.619999999995;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;60;50;10;10;2;OPTIMAL;73005.98799999997;710.1159999370575;38635.971999999994;36538.994;2096.9779999999982;0.0;8896.415999999997;15345.600000000002;29361.139999999996;43644.848000000035;3983.9999999999995;6144.0;10128.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;60;50;10;10;2;OPTIMAL;82709.908;1.184000015258789;37747.948;35780.26;1967.688;0.0;8635.399999999998;12857.76;27318.340000000007;55391.567999999985;14252.8;9216.0;23468.8
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;60;50;10;10;2;OPTIMAL;27318.340000000007;1.1349999904632568;17003.740000000005;16308.000000000005;695.74;0.0;3981.3999999999996;6333.200000000001;27318.340000000007;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;70;50;10;10;2;OPTIMAL;79325.7;708.1510000228882;42977.144000000015;40932.99000000002;2044.1540000000027;0.0;10010.955999999993;16209.6;32251.020000000004;47074.68000000001;3983.9999999999995;6144.0;10128.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;70;50;10;10;2;OPTIMAL;88369.716;0.5429999828338623;42262.612;40117.886;2144.726;0.0;9466.624;13678.080000000002;30080.359999999997;58289.356;13746.400000000001;9216.0;22962.4
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;70;50;10;10;2;OPTIMAL;30080.359999999997;0.5699999332427979;18882.979999999996;18377.799999999996;505.1799999999999;0.0;4384.1799999999985;6813.200000000002;30080.359999999997;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;80;50;10;10;2;OPTIMAL;88415.9719999966;1884.9889998435974;48917.42799999787;46891.59999999784;2025.8280000000307;0.0;11198.543999998752;18172.0;36646.72999999674;51769.241999999904;3983.9999999999995;6144.0;10128.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;80;50;10;10;2;OPTIMAL;98151.22200000001;1.5309998989105225;48389.702000000005;45935.99800000001;2453.7039999999997;0.0;10471.439999999999;14655.68;33911.280000000006;64239.941999999995;12346.400000000001;12288.0;24634.4
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;80;50;10;10;2;OPTIMAL;33911.280000000006;1.4920001029968262;21855.860000000004;21120.930000000004;734.93;0.0;4882.219999999998;7173.200000000002;33911.280000000006;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;90;50;10;10;2;OPTIMAL;97851.18399999956;2255.470999956131;55574.059999999954;52673.25200000001;2900.807999999952;0.0;12473.123999999603;19675.999999999996;41221.49;56629.69399999954;3983.9999999999995;6144.0;10128.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;90;50;10;10;2;OPTIMAL;107431.832;3.1610000133514404;54711.26799999998;52033.40799999998;2677.8599999999988;0.0;11753.684;16548.480000000003;38332.95999999999;69098.872;15202.400000000001;9216.0;24418.4
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;90;50;10;10;2;OPTIMAL;38332.95999999999;3.1000001430511475;24752.39999999999;24074.48999999999;677.9099999999987;0.0;5359.360000000001;8221.200000000003;38332.95999999999;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;100;50;10;10;9;TIME_LIMIT;106722.40599999999;3600.4000000953674;60070.581999999995;57590.715999999986;2479.865999999999;0.0;13238.224;22253.600000000002;44857.61999999998;61864.786;5016.0;6144.0;11160.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;100;50;10;10;2;OPTIMAL;113936.40800000001;1.8849999904632568;59040.132;56674.469999999994;2365.6619999999994;0.0;12665.716000000004;17433.760000000002;41557.770000000004;72378.638;12508.8;12288.0;24796.8
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;100;50;10;10;2;OPTIMAL;41557.770000000004;1.946000099182129;27088.05;26418.23;669.8199999999997;0.0;5936.520000000002;8533.2;41557.770000000004;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;150;50;10;10;9;TIME_LIMIT;136306.17399999977;3600.2870001792908;78788.40600000034;75462.67600000033;3325.7300000000014;0.0;16912.967999999422;24772.799999999996;57619.53;78686.64399999983;3544.0;12288.0;15832.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;150;50;10;10;2;OPTIMAL;146070.25599999996;3.947999954223633;78535.93199999997;74554.63799999996;3981.293999999999;0.0;16041.524;20892.799999999996;54425.069999999985;91645.18599999999;12552.0;18048.0;30600.0
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;150;50;10;10;2;OPTIMAL;54425.069999999985;4.131999969482422;36338.00999999999;35201.73999999999;1136.2699999999995;0.0;7676.66;10410.4;54425.069999999985;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;200;50;10;10;9;TIME_LIMIT;157945.7299907594;3600.505000114441;93890.86599211046;88712.23199203928;5178.63400007117;0.0;19156.463998648927;27890.399999999998;65864.45999999982;92081.26999075957;7471.999999999999;9536.0;17008.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;200;50;10;10;2;OPTIMAL;163316.278;5.578999996185303;92502.62200000003;87331.82600000003;5170.796;0.0;18719.256;23046.399999999994;63166.90000000001;100149.378;14072.0;14976.0;29048.0
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;200;50;10;10;2;OPTIMAL;63166.90000000001;5.505000114440918;42585.94000000001;41404.83000000001;1181.11;0.0;8858.560000000003;11722.399999999996;63166.90000000001;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;250;50;10;10;9;TIME_LIMIT;166678.98400000005;3600.2839999198914;101324.808;97026.284;4298.5239999999985;0.0;20995.776;28414.4;71452.37999999998;95226.604;6728.0;9216.0;15944.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;250;50;10;10;2;OPTIMAL;179100.36;5.920000076293945;101801.13599999997;96736.53199999996;5064.6039999999975;0.0;20369.624;24865.6;68949.52999999998;110150.82999999999;17088.0;14976.0;32064.0
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;250;50;10;10;2;OPTIMAL;68949.52999999998;6.068000078201294;46578.36999999999;45858.07999999999;720.2899999999984;0.0;9688.760000000002;12682.4;68949.52999999998;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;300;50;10;10;9;TIME_LIMIT;183937.63599793948;3600.3180000782013;108570.91599788616;102833.0759979315;5737.839999954677;0.0;21620.32000005334;26410.40000000001;74497.27999995969;109440.35599797987;6312.0;21024.0;27336.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;300;50;10;10;2;OPTIMAL;189287.54799999995;4.049999952316284;108098.27999999994;103172.21399999995;4926.065999999997;0.0;21226.068;25187.199999999997;73169.63999999997;116117.90799999998;14040.0;20736.0;34776.0
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;300;50;10;10;2;OPTIMAL;73169.63999999997;4.133000135421753;50244.839999999975;49038.199999999975;1206.6399999999983;0.0;10202.400000000001;12722.4;73169.63999999997;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;350;50;10;10;9;TIME_LIMIT;183612.41999999696;3600.4000000953674;113361.87999999769;108398.80199999906;4963.077999998627;0.0;23296.939999999275;28849.600000000006;78564.21999999639;105048.20000000048;6200.0;11904.0;18104.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;350;50;10;10;2;OPTIMAL;195654.28600000002;4.650000095367432;114152.29400000001;108583.03;5569.2639999999965;0.0;22285.192000000003;25680.800000000003;76526.03000000001;119128.25600000001;12672.0;20864.0;33536.0
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;350;50;10;10;2;OPTIMAL;76526.03000000001;4.515000104904175;52765.45000000002;51554.33000000002;1211.1199999999983;0.0;10651.38;13109.2;76526.03000000001;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;400;50;10;10;9;TIME_LIMIT;200896.2179995413;3600.5910000801086;115984.2979991642;111379.92399916421;4604.37399999999;0.0;22696.000000377026;27761.52;80136.61999994032;120759.59799960085;7096.0;27358.4;34454.4
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;400;50;10;10;2;OPTIMAL;201194.10000000003;8.581000089645386;118054.236;112395.836;5658.399999999996;0.0;22971.86399999999;26944.0;79122.79000000002;122071.31;15560.0;17664.0;33224.0
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;400;50;10;10;2;OPTIMAL;79122.79000000002;8.344000101089478;54234.21000000002;53382.93000000002;851.279999999999;0.0;11038.18;13850.4;79122.79000000002;;;;
