source;network;scenario_line_data;procedure;routing_agg;waiting_time_frequency;gap;time_limit;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;cost_repl_freq;cost_repl_line;repl_budget;bypass_multiplier;overdemand_threshold;overdemand_multiplier;num_od;train_capacity;infrastructure_capacity;max_frequency;status_code;status;objective;runtime_s;cost_time;cost_time_base;cost_time_over;cost_bypass;cost_wait;cost_oper;obj_stage1;obj_stage2_exp;repl_cost_freq_exp;repl_cost_path_exp;repl_cost_exp
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;1;4;-5;-1;0.75;2;40;50;10;10;9;TIME_LIMIT;42658.93600000001;3601.239000082016;25818.272000000004;24911.258000000005;907.0139999999985;0.0;6001.107999999998;10323.88;19730.95;22927.986;108.18;407.49600000000004;515.676
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;1;4;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;42606.46000000087;0.617999792098999;25827.49199999928;24905.08599999959;922.4059999996957;0.0;5945.812000001593;10343.08;19730.949999999997;22875.510000000875;95.38;394.696;490.076
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;1;4;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;19730.949999999997;0.6789999008178711;11711.57;11291.76;419.8100000000004;0.0;2843.379999999999;5176.0;19730.949999999997;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;3;12;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;42524.13999996591;1452.9289999008179;25210.635999974227;24471.240000000005;739.3959999742274;0.0;5708.223999995675;10743.199999999999;19742.439999999995;22781.69999996594;178.5599999960071;683.5200000000001;862.0799999960072
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;3;12;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;42533.102;0.6960000991821289;25491.762000000002;24596.58;895.182000000001;0.0;5741.191999999998;10356.72;19730.949999999997;22802.152;175.428;768.0;943.428
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;3;12;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;19730.949999999997;0.6519999504089355;11711.57;11291.76;419.8100000000004;0.0;2843.379999999999;5176.0;19730.949999999997;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;10;40;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;44169.84400000266;546.0340001583099;25227.148000002664;24472.444000002666;754.7039999999997;0.0;5804.295999999994;10938.399999999998;19742.439999999988;24427.40400000268;587.2;1612.8;2200.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;10;40;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;44253.274;0.6640000343322754;25419.010000000006;24561.424000000006;857.586000000001;0.0;5843.264;10630.8;19730.949999999997;24522.324;747.4000000000001;1612.8;2360.2
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;10;40;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;19730.949999999997;0.7070000171661377;11711.57;11291.76;419.8100000000004;0.0;2843.379999999999;5176.0;19730.949999999997;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;30;120;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;47507.292000000016;304.23800015449524;25787.928000000014;24721.28;1066.6480000000186;0.0;6078.163999999993;10953.279999999999;19983.179999999993;27524.11200000002;2038.3200000000002;2649.6;4687.92
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;30;120;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;48945.812;0.7179999351501465;26092.288;24756.784;1335.5040000000008;0.0;5957.123999999999;10523.68;19730.949999999997;29214.862;2801.5200000000004;3571.2;6372.72
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;30;120;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;19730.949999999997;0.7730000019073486;11711.57;11291.76;419.8100000000004;0.0;2843.379999999999;5176.0;19730.949999999997;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;54997.36799999998;181.5590000152588;26845.727999999996;25659.924;1185.8040000000005;0.0;6524.439999999994;13195.199999999999;22121.40000000001;32875.967999999986;2288.0;6144.0;8432.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;63496.584;0.7730000019073486;26372.924;25023.824;1349.1000000000008;0.0;6157.899999999999;10576.96;19730.949999999997;43765.634000000005;11172.8;9216.0;20388.8
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;19730.949999999997;0.7369999885559082;11711.57;11291.76;419.8100000000004;0.0;2843.379999999999;5176.0;19730.949999999997;;;;
