line;group;nominal;scenario 1;scenario 2
prob;;;;
objective;;;;
cost_time;;;;
cost_wait;;;;
cost_oper;;;;
cost_repl;;;;
0;1;;;
1;1;;;
2;2;;;
3;2;;;
4;3;;;
5;3;;;
