edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_12;flow_line_13;flow_line_16;flow_line_17;flow_line_18;flow_line_19;flow_line_24;flow_line_25;flow_line_26;flow_line_27
10;1.8;88.62999999999991;0.0;0.0;0.0;0.0;88.62999999999991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1.8;35.809999999999995;0.0;0.0;0.0;0.0;0.0;35.809999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;272.12999999999994;0.0;0.0;0.0;0.0;0.0;0.0;272.12999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;2.4;101.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;101.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;2.0;80.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.52;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;125.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;125.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;1.2;249.99999999999994;0.0;0.0;0.0;0.0;99.99999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;1.2;68.98999999999997;0.0;0.0;0.0;0.0;0.0;9.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.47999999999996;0.0;0.0;0.0;0.0;0.0;0.0
18;1.2;300.0;0.0;0.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;1.2;82.61999999999996;0.0;0.0;0.0;82.61999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;181.59;0.0;0.0;0.0;0.0;0.0;0.0;181.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20;2.0;75.25;0.0;0.0;0.0;0.0;0.0;53.33999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.910000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;2.0;8.370000000000001;0.0;0.0;0.0;0.0;8.370000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;1.2;16.03;0.0;0.0;0.0;0.0;16.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;1.2;33.01;0.0;0.0;0.0;0.0;0.0;33.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;2.0;38.359999999999985;0.0;0.0;0.0;0.0;0.0;26.779999999999987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;2.0;149.9999999999999;0.0;0.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.9999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;1.2;355.27;0.0;0.0;221.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.99999999999997;0.0;58.67;0.0;0.0;0.0
27;1.2;209.2099999999999;0.0;0.0;0.0;165.82999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.3899999999999;0.0;14.989999999999998;0.0;0.0
28;1.2;180.4500000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;67.95000000000009;112.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;1.2;187.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;0.0;112.5;0.0;0.0;0.0;0.0;0.0;0.0
3;1.4;18.700000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.700000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;1.8;299.39000000000004;0.0;149.39000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;0.0;75.00000000000001;0.0;0.0;0.0;0.0;0.0
31;1.8;366.98;199.99999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78.92000000000003;0.0;0.0;0.0;0.0;88.06;0.0;0.0;0.0;0.0
32;2.6;119.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.38;0.0;0.0;0.0;0.0;0.0;46.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;2.6;184.92000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.97999999999999;0.0;0.0;0.0;0.0;0.0;93.94000000000001;0.0;0.0;0.0;0.0;0.0;0.0
34;2.0;224.99999999999994;149.99999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0
35;2.0;197.72000000000003;0.0;125.67999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.04000000000002;0.0;0.0;0.0;0.0;0.0
36;2.33;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0
37;2.33;56.109999999999985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.109999999999985;0.0
38;1.6;21.43;0.0;21.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
39;1.6;226.98999999999995;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;76.98999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;1.4;183.03999999999996;0.0;0.0;183.03999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;1.6;161.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;161.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
43;1.6;16.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
44;2.6;260.09;0.0;0.0;0.0;0.0;0.0;0.0;187.02999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.06;0.0;0.0;0.0;0.0;0.0
45;2.6;240.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;165.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0
46;1.8;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0
47;1.8;46.34000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.34000000000006
48;1.2;337.5;0.0;0.0;0.0;0.0;0.0;0.0;262.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0;0.0
49;1.2;129.02999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;106.83999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.189999999999998;0.0;0.0;0.0;0.0
5;1.4;20.86999999999995;0.0;0.0;0.0;20.86999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50;2.0;108.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.52;0.0;0.0;0.0;0.0;71.86999999999998;28.930000000000014;0.0
51;2.0;108.45999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.669999999999954;0.0;0.0;55.21000000000001;0.0;0.0;39.58000000000001
52;1.2;232.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.00000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.11999999999999;0.0;0.0;0.0
53;1.2;148.07999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.13999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.94;0.0;0.0
54;1.2;232.46;0.0;0.0;167.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.75;0.0;0.0;0.0
55;1.2;255.64999999999998;0.0;0.0;0.0;207.34999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.30000000000001;0.0;0.0
