edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_14;flow_line_15;flow_line_16;flow_line_17;flow_line_24;flow_line_25;flow_line_26;flow_line_27
10;1.8;150.0;100.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1.8;144.33000000000004;0.0;95.58000000000003;0.0;0.0;0.0;48.75000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;254.36;0.0;75.0;0.0;0.0;0.0;0.0;179.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;2.4;25.85;25.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;2.0;40.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.05;0.0;0.0;0.0;0.0
15;2.0;85.96000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.96000000000001;0.0;0.0;0.0;0.0;0.0
16;1.2;185.34;75.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.84;0.0;0.0;0.0;0.0;0.0
17;1.2;103.59000000000002;0.0;54.60000000000002;0.0;0.0;0.0;33.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.05;0.0;0.0;0.0;0.0
18;1.2;302.28;0.0;0.0;302.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;1.2;13.64;0.0;0.0;0.0;13.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;133.49;0.0;0.0;0.0;0.0;0.0;0.0;133.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20;2.0;36.8;0.0;0.0;0.0;0.0;0.0;36.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;1.2;36.8;0.0;0.0;0.0;0.0;0.0;36.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;2.0;29.770000000000003;0.0;0.0;0.0;0.0;0.0;29.770000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;2.0;37.5;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;1.2;253.10999999999996;0.0;0.0;237.69999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.41;0.0;0.0;0.0
27;1.2;105.25999999999998;0.0;0.0;0.0;105.25999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;1.2;146.95;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;71.94999999999999;0.0;0.0;0.0;0.0;0.0
29;1.2;90.00000000000003;0.0;54.60000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.4;0.0;0.0;0.0;0.0
32;2.6;50.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;2.6;68.47999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.10999999999999;0.0;0.0;0.0;0.0;0.0;30.36999999999996;0.0;0.0;0.0;0.0
34;2.0;80.03;80.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;2.0;75.0;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;2.33;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5
37;2.33;8.470000000000041;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.470000000000041;0.0
39;1.6;144.13;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.129999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;1.4;154.29;0.0;0.0;154.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;1.6;92.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
44;2.6;189.81;0.0;0.0;0.0;0.0;0.0;0.0;171.54;0.0;0.0;0.0;0.0;0.0;18.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45;2.6;148.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;143.4;0.0;0.0;0.0;0.0;0.0;5.32;0.0;0.0;0.0;0.0;0.0;0.0
46;1.8;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0
47;1.8;37.50000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.50000000000002
48;1.2;300.00000000000006;0.0;0.0;0.0;0.0;0.0;0.0;300.00000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49;1.2;84.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50;2.0;78.97999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.9799999999999827;0.0;0.0;37.5;37.5;0.0
51;2.0;40.30999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.829999999999934;14.64;0.0;0.0;17.840000000000025
52;1.2;112.74999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.74999999999998;0.0;0.0;0.0
53;1.2;38.10999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.10999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54;1.2;147.88;0.0;0.0;147.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55;1.2;224.52999999999997;0.0;0.0;0.0;203.75999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.77000000000001;0.0;0.0
57;2.0;66.84000000000002;0.0;66.84000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
58;1.4;35.42;0.0;0.0;30.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.32
59;1.4;337.5;0.0;0.0;0.0;262.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;37.5;0.0
6;1.6;256.03;0.0;0.0;0.0;0.0;37.5;0.0;218.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;2.8;203.09;0.0;0.0;0.0;203.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;2.0;50.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
65;2.0;118.88000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;118.88000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
68;1.6;49.999999999999986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.999999999999986;0.0;0.0
70;1.8;93.36000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.36000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
