edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_14;flow_line_15;flow_line_16;flow_line_17;flow_line_21;flow_line_22;flow_line_23;flow_line_26;flow_line_27
0;5.4;2.8300000000000125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8300000000000125;0.0;0.0;0.0
10;1.8;46.33000000000003;0.0;0.0;0.0;0.0;46.33000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1.8;27.99;0.0;0.0;0.0;0.0;0.0;27.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;116.17999999999999;0.0;0.0;0.0;0.0;0.0;0.0;116.17999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;122.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;122.8;0.0;0.0;0.0;0.0;0.0;0.0
16;1.2;141.14;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;103.64;0.0;0.0;0.0;0.0;0.0;0.0
18;1.2;200.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;114.92999999999996;0.0;0.0;0.0;0.0;0.0;0.0;76.74000000000002;0.0;0.0;0.0;0.0;0.0;9.18999999999994;0.0;0.0;0.0;0.0;0.0;29.0;0.0;0.0
20;2.0;20.2;0.0;0.0;0.0;0.0;0.0;20.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;1.2;20.2;0.0;0.0;0.0;0.0;0.0;20.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
