edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_12;flow_line_13;flow_line_14;flow_line_15;flow_line_16;flow_line_17;flow_line_18;flow_line_19;flow_line_20;flow_line_21;flow_line_22;flow_line_23;flow_line_26;flow_line_27
1;5.4;33.03999999299569;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.03999999299569;0.0;0.0
10;1.8;112.49999999870867;0.0;0.0;0.0;0.0;112.49999999870867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1.8;83.9;0.0;0.0;0.0;0.0;0.0;46.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;265.57000000700424;0.0;0.0;0.0;0.0;0.0;0.0;228.07000000700424;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;2.4;81.07999999954501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.07999999954501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;2.0;123.36000000098318;0.0;0.0;0.0;85.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.46000000098317;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;242.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;196.36;0.0;46.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;1.2;331.56000001180735;0.0;0.0;0.0;0.0;131.56000000830366;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.00000000350371;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;1.2;100.65000000098317;0.0;0.0;0.0;60.92;0.0;13.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.00000000098317;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;1.2;150.00000000000006;0.0;0.0;150.00000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
