edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_12;flow_line_13;flow_line_14;flow_line_15;flow_line_16;flow_line_17;flow_line_20;flow_line_21;flow_line_22;flow_line_23;flow_line_24;flow_line_25;flow_line_26;flow_line_27
0;5.4;50.00000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.00000000000002;0.0;0.0;0.0;0.0;0.0
1;5.4;31.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.05;0.0;0.0;0.0;0.0
10;1.8;199.99999999858255;49.9999999985788;0.0;0.0;0.0;150.00000000000375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1.8;134.86999999999998;0.0;0.0;0.0;0.0;0.0;134.86999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;268.3200000000001;0.0;0.0;0.0;0.0;0.0;0.0;268.3200000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;2.4;79.23;15.82;0.0;0.0;0.0;0.0;0.0;0.0;63.410000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;2.0;70.21000000086832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.21000000086832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;177.62999999880668;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;177.62999999880668;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;1.2;399.29999999881056;49.99999999738918;0.0;0.0;0.0;150.0000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;199.30000000142115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;1.2;143.7900000008683;0.0;0.0;0.0;0.0;0.0;67.04999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;76.7400000008683;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;1.2;250.00000000001046;0.0;0.0;250.00000000001046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;1.2;75.85999999510916;0.0;0.0;0.0;75.85999999510916;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;174.31000000119334;0.0;0.0;0.0;0.0;0.0;0.0;169.1700000051607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.13999999603265;0.0;0.0;0.0;0.0
20;2.0;160.07000000000338;0.0;0.0;0.0;0.0;0.0;86.49000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.07999999999236;0.0;0.0;0.0;0.0;37.50000000001097;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;2.0;8.370000000000001;0.0;0.0;0.0;0.0;3.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.58;0.0;0.0;0.0;0.0;0.0;0.0
22;1.2;11.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.58;0.0;0.0;0.0;0.0;0.0;0.0
23;1.2;113.37999999999991;0.0;0.0;0.0;0.0;0.0;75.87999999999991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;2.0;87.61000000813078;0.0;0.0;0.0;0.0;0.0;62.819999992139124;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.790000015991666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;2.0;156.6699999988066;0.0;0.0;0.0;0.0;112.50000000652719;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.1699999922794;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;1.2;276.530000009054;0.0;0.0;236.50000000905413;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.02999999999989;0.0;0.0;0.0
27;1.2;131.47000000992128;0.0;0.0;0.0;100.16000001003839;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.30999999988288;0.0;0.0
28;1.2;300.0000000185378;50.0000000011249;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.00000000000007;0.0;0.0;200.00000001741282;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;1.2;189.96999999227967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.9699999922794;0.0;0.0;0.0;0.0;150.00000000000028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;1.4;30.37000000119334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.700000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.670000001193335;0.0;0.0;0.0;0.0;0.0
32;2.6;201.12000001600668;0.0;23.49000001447965;0.0;0.0;0.0;0.0;0.0;0.0;61.05999998672868;0.0;0.0;0.0;0.0;37.5;0.0;0.0;79.07000001479835;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;2.6;273.85999999205916;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110.38000000594413;0.0;0.0;37.5;0.0;0.0;0.0;0.0;125.97999998611505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;2.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;2.0;37.500000000006395;0.0;37.500000000006395;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;2.33;112.4999999960327;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112.4999999960327
37;2.33;22.189999999999976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.189999999999976;0.0
38;1.6;21.43000000763964;0.0;6.810000007639644;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.45;0.0;4.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
39;1.6;150.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;1.4;201.99000000001277;0.0;0.0;201.99000000001277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
40;5.4;40.13999999603265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.13999999603265;0.0;0.0;0.0;0.0
41;5.4;12.470000000000047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.470000000000047;0.0;0.0;0.0;0.0;0.0
42;1.6;188.8499999960326;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;188.8499999960326;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
