source;network;scenario_line_data;procedure;optimize_lines;routing_agg;eliminate_subtours;line_repl_allowed;waiting_time_frequency;gap;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;num_od;train_capacity;infrastructure_capacity;max_frequency;num_scenarios;cost_repl_freq;cost_repl_line;repl_budget;bypass_multiplier;overdemand_threshold;overdemand_multiplier;status_code;status;objective;runtime_s;cost_time;cost_time_base;cost_time_over;cost_bypass;cost_wait;cost_oper;obj_stage1;obj_stage2_exp;repl_cost_freq_exp;repl_cost_path_exp;repl_cost_exp
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;10;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;5160.0;0.039999961853027344;368.0;368.0;0.0;0.0;232.0;4080.0;2300.0;2860.0;480.0;0.0;480.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;10;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;5720.0;0.003000020980834961;336.0;336.0;0.0;0.0;264.0;4160.0;2300.0;3420.0;960.0;0.0;960.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;20;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;3000.0;0.026999950408935547;400.0;400.0;0.0;0.0;200.0;2400.0;1500.0;1500.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;20;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;4120.0;0.003999948501586914;304.0;304.0;0.0;0.0;296.0;2560.0;1500.0;2620.0;960.0;0.0;960.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;30;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;2200.0;0.02500009536743164;400.0;400.0;0.0;0.0;200.0;1600.0;1100.0;1100.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;30;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;2760.0;0.005000114440917969;304.0;304.0;0.0;0.0;296.0;1680.0;1100.0;1660.0;480.0;0.0;480.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;40;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;2200.0;0.026999950408935547;400.0;400.0;0.0;0.0;200.0;1600.0;1100.0;1100.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;40;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;2760.0;0.004999876022338867;272.0;272.0;0.0;0.0;328.0;1680.0;1100.0;1660.0;480.0;0.0;480.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;50;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;1400.0;0.02700018882751465;400.0;400.0;0.0;0.0;200.0;800.0;700.0;700.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;50;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;1960.0;0.003000020980834961;240.0;240.0;0.0;0.0;360.0;880.0;700.0;1260.0;480.0;0.0;480.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;10;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;5233.6;0.046000003814697266;441.6;368.0;73.6;0.0;232.0;4080.0;2336.0;2897.6;480.0;0.0;480.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;10;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;7448.0;0.004000186920166016;288.0;240.0;48.0;0.0;360.0;4400.0;2320.0;5128.0;2400.0;0.0;2400.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;20;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;3016.0;0.026999950408935547;416.0;400.0;16.0;0.0;200.0;2400.0;1508.0;1508.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;20;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;4689.6;0.003999948501586914;249.6;240.0;9.6;0.0;360.0;2640.0;1504.0;3185.6000000000004;1440.0;0.0;1440.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;30;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;2216.0;0.0279998779296875;416.0;400.0;16.0;0.0;200.0;1600.0;1108.0;1108.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;30;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;3329.6;0.006000041961669922;249.6;240.0;9.6;0.0;360.0;1760.0;1104.0;2225.6;960.0;0.0;960.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;40;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;2200.0;0.026999950408935547;400.0;400.0;0.0;0.0;200.0;1600.0;1100.0;1100.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;40;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;3320.0;0.006999969482421875;240.0;240.0;0.0;0.0;360.0;1760.0;1100.0;2220.0;960.0;0.0;960.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;50;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;1480.0;0.023000001907348633;480.0;400.0;80.0;0.0;200.0;800.0;740.0;740.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;50;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;2008.0;0.003999948501586914;288.0;240.0;48.0;0.0;360.0;880.0;720.0;1288.0;480.0;0.0;480.0
