run;scenario;line;cand_id;kind;start_id;end_id;nodes;arcs;path_len;delta_len_vs_nom;unit_repl_cost_per_freq;selected;is_nominal;is_base
0;0;0;;none;;;;;;;;0;;
0;0;1;;none;;;;;;;;0;;
0;0;2;;none;;;;;;;;0;;
0;0;3;;none;;;;;;;;0;;
0;0;4;;none;;;;;;;;0;;
0;0;5;;none;;;;;;;;0;;
0;1;0;;none;;;;;;;;0;;
0;1;1;;none;;;;;;;;0;;
0;1;2;;none;;;;;;;;0;;
0;1;3;;none;;;;;;;;0;;
0;1;4;;none;;;;;;;;0;;
0;1;5;;none;;;;;;;;0;;
