array_job_id;task_id;run_group_id;case_k;case_per_run;case_variants;case_selection;case_p_fail;case_id;case_sweep_row;case_variant_idx;case_edges;case_lines;WS;RP;EEV_nom;EEV_mean;EVPI;VSS_nom;VSS_mean;procedures_present;source;network;scenario_line_data;routing_agg;waiting_time_frequency;gap;time_limit;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;cost_repl_freq;cost_repl_line;repl_budget;bypass_multiplier;overdemand_threshold;overdemand_multiplier;num_od;train_capacity;infrastructure_capacity;max_frequency;threads;scenario_infra_id;scenario_prob_id
12329108;0;g_000;1;1;90;line_consecutive;0.5;1000;0;0;2-25;1;1864000.0;1864662.5;1865490.0;1865340.0;662.5;827.5;677.5;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;0.001;3600;1;2;20;50;200;-5;100;0.75;2;50;500;30;20;16;1000;1000
12329108;1;g_000;1;1;90;line_consecutive;0.5;1001;0;1;8-25;1;1856845.0;1857190.0;1858040.0;1857755.0;345.0;850.0;565.0;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;0.001;3600;1;2;20;50;200;-5;100;0.75;2;50;500;30;20;16;1001;1001
12329108;2;g_000;1;1;90;line_consecutive;0.5;1002;0;2;8-11;1;1856505.0;1856415.0;1857905.0;1857845.0;-90.0;1490.0;1430.0;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;0.001;3600;1;2;20;50;200;-5;100;0.75;2;50;500;30;20;16;1002;1002
12329108;3;g_000;1;1;90;line_consecutive;0.5;1003;0;3;11-22;1;1857290.0;1857180.0;1859435.0;1858320.0;-110.0;2255.0;1140.0;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;0.001;3600;1;2;20;50;200;-5;100;0.75;2;50;500;30;20;16;1003;1003
12329108;4;g_000;1;1;90;line_consecutive;0.5;1004;0;4;2-4;2;1872115.0;1873230.0;1872385.0;1871975.0;1115.0;-845.0;-1255.0;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;0.001;3600;1;2;20;50;200;-5;100;0.75;2;50;500;30;20;16;1004;1004
12329108;5;g_000;1;1;90;line_consecutive;0.5;1005;0;5;4-12;2;1890655.0;1893575.0;1893455.0;1894425.0;2920.0;-120.0;850.0;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;0.001;3600;1;2;20;50;200;-5;100;0.75;2;50;500;30;20;16;1005;1005
12329108;6;g_000;1;1;90;line_consecutive;0.5;1006;0;6;12-18;2,11;4260900.0;4263895.0;4263130.0;4288875.0;2995.0;-765.0;24980.0;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;0.001;3600;1;2;20;50;200;-5;100;0.75;2;50;500;30;20;16;1006;1006
12329108;7;g_000;1;1;90;line_consecutive;0.5;1007;0;7;18-23;2,11;1894777.5;1895687.5;1898280.0;1924755.0;910.0;2592.5;29067.5;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;0.001;3600;1;2;20;50;200;-5;100;0.75;2;50;500;30;20;16;1007;1007
12329108;8;g_000;1;1;90;line_consecutive;0.5;1008;0;8;1-23;2;1869735.0;1869595.0;1869305.0;1869595.0;-140.0;-290.0;0.0;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;0.001;3600;1;2;20;50;200;-5;100;0.75;2;50;500;30;20;16;1008;1008
12329108;9;g_000;1;1;90;line_consecutive;0.5;1009;0;9;1-14;2;1881635.0;1882205.0;1882605.0;1883575.0;570.0;400.0;1370.0;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;0.001;3600;1;2;20;50;200;-5;100;0.75;2;50;500;30;20;16;1009;1009
