edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_6;flow_line_7;flow_line_8;flow_line_10;flow_line_11;flow_line_12;flow_line_13;flow_line_16;flow_line_17;flow_line_18;flow_line_19;flow_line_24;flow_line_25
10;1.8;57.94;57.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1.8;24.540000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.540000000000003;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;58.110000000001264;0.0;0.0;0.0;0.0;33.57000000000126;0.0;0.0;0.0;0.0;0.0;24.540000000000003;0.0;0.0;0.0;0.0;0.0;0.0
13;2.4;57.94;57.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0
16;1.2;70.9;70.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;1.2;205.17000000000002;0.0;0.0;92.67000000000003;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;75.0;0.0;0.0;0.0;0.0;0.0
2;1.4;58.330000000001554;0.0;0.0;0.0;0.0;58.330000000001554;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;1.2;130.82000000000002;0.0;0.0;62.81000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.7;0.0;12.31;0.0;0.0;0.0
27;1.2;24.82000000123209;0.0;0.0;0.0;24.82000000123209;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;1.2;70.9;70.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
