edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_14;flow_line_15;flow_line_16;flow_line_17;flow_line_21;flow_line_22;flow_line_23;flow_line_26;flow_line_27
1;5.4;36.66999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.66999999999997;0.0;0.0
10;1.8;37.5;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1.8;3.95;0.0;0.0;0.0;0.0;0.0;3.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;112.50000000000001;0.0;0.0;0.0;0.0;0.0;0.0;112.50000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0
16;1.2;183.55;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;146.05;0.0;0.0;0.0;0.0;0.0;0.0
18;1.2;100.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;136.17999999999998;0.0;0.0;0.0;0.0;0.0;0.0;99.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.66999999999997;0.0;0.0
20;2.0;20.2;0.0;0.0;0.0;0.0;0.0;20.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;2.0;25.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.65;0.0;0.0;0.0;0.0
22;1.2;25.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.65;0.0;0.0;0.0;0.0
23;1.2;20.2;0.0;0.0;0.0;0.0;0.0;20.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;2.0;46.74;0.0;0.0;0.0;46.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;1.2;182.66000000000003;0.0;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;107.66000000000001;0.0;0.0;0.0;0.0;0.0;0.0
29;1.2;67.09;0.0;0.0;0.0;46.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.35;0.0;0.0;0.0;0.0;0.0
30;1.8;73.22999999999999;0.0;73.22999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;1.8;147.05000000000018;147.05000000000018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;2.6;45.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;2.6;41.11000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.11000000000004;0.0;0.0;0.0;0.0;0.0
34;2.0;187.5;112.5;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;2.0;71.24000000000004;0.0;46.42000000000003;0.0;24.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;2.33;90.42000000000024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.42000000000024
39;1.6;180.8;143.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;1.4;84.08000000000003;0.0;0.0;84.08000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;5.4;19.879999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.879999999999995;0.0;0.0;0.0
42;1.6;41.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
44;2.6;54.51999999999978;0.0;0.0;0.0;0.0;0.0;0.0;49.06;0.0;0.0;0.0;0.0;0.0;5.459999999999781;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45;2.6;58.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.83;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46;1.8;70.0899999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0899999999998;0.0
47;1.8;15.180000000000064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.180000000000064
48;1.2;147.28000000000006;0.0;0.0;0.0;0.0;0.0;0.0;147.28000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49;1.2;19.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5;1.4;12.930000000000007;0.0;0.0;0.0;12.930000000000007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50;2.0;48.20999999999978;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.20999999999978;0.0
52;1.2;79.98999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.98999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54;1.2;43.96999999999998;0.0;0.0;43.96999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55;1.2;97.85;0.0;0.0;0.0;97.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57;2.0;58.99;0.0;58.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59;1.4;149.99999999999977;0.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.99999999999979;0.0
6;1.6;150.0;0.0;0.0;0.0;0.0;37.5;0.0;112.50000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;2.8;54.980000000000004;0.0;0.0;0.0;54.980000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;2.0;2.1899999999999977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1899999999999977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
65;2.0;20.019999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.019999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;2.56;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0
70;1.8;61.709999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.709999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72;1.8;74.99999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.99999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73;1.8;28.239999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.239999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;1.6;135.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;135.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8;2.4;10.409999999999993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.409999999999993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
