source;network;scenario_line_data;procedure;optimize_lines;routing_agg;eliminate_subtours;line_repl_allowed;waiting_time_frequency;gap;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;num_od;train_capacity;infrastructure_capacity;max_frequency;num_scenarios;cost_repl_freq;cost_repl_line;repl_budget;status;objective;cost_time;cost_wait;cost_oper;runtime_s;obj_stage1;obj_stage2_exp;repl_cost_exp
lintim;SiouxFalls;SiouxFalls;separated;False;True;True;False;False;0;2;10;50;10;50;12;8;2;1;1000;-5;OPTIMAL;40681.81999818448;14670.179998552157;11642.539999632325;14237.0;0.11299991607666016;17454.379998184482;23227.44;132.1
lintim;SiouxFalls;SiouxFalls;integrated;False;True;True;False;False;0;2;10;50;10;50;12;8;2;1;1000;-5;OPTIMAL;40681.82000000001;14670.18;11642.539999999999;14237.0;0.43000006675720215;17454.38;23095.340000000007;132.10000000000002
lintim;SiouxFalls;SiouxFalls;separated;False;True;True;False;False;0;2;10;50;20;50;12;8;2;1;1000;-5;OPTIMAL;75121.112;31400.168;20089.179999999997;23406.199999999997;0.7090001106262207;31284.92;43836.191999999995;225.564
