source;network;scenario_line_data;procedure;optimize_lines;routing_agg;eliminate_subtours;line_repl_allowed;waiting_time_frequency;gap;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;num_od;train_capacity;infrastructure_capacity;max_frequency;num_scenarios;cost_repl_freq;cost_repl_line;repl_budget;bypass_multiplier;overdemand_threshold;overdemand_multiplier;status_code;status;objective;runtime_s;cost_time;cost_time_base;cost_time_over;cost_bypass;cost_wait;cost_oper;obj_stage1;obj_stage2_exp;repl_cost_freq_exp;repl_cost_path_exp;repl_cost_exp
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;10;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;6532.0;0.10199999809265137;344.0;344.0;0.0;0.0;268.0;4960.0;2706.0;3826.0;960.0;0.0;960.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;10;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;7092.0;0.004999876022338867;340.8;340.8;0.0;0.0;271.2;5040.0;2706.0;4386.0;1440.0;0.0;1440.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;20;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;3012.0;0.026999950408935547;408.0;408.0;0.0;0.0;204.0;2400.0;1506.0;1506.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;20;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;4132.0;0.004999876022338867;308.8;308.8;0.0;0.0;303.2;2560.0;1506.0;2626.0;960.0;0.0;960.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;30;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;2212.0;0.023999929428100586;408.0;408.0;0.0;0.0;204.0;1600.0;1106.0;1106.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;30;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;2772.0;0.006999969482421875;312.0;312.0;0.0;0.0;300.0;1680.0;1106.0;1666.0;480.0;0.0;480.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;40;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;2212.0;0.020999908447265625;408.0;408.0;0.0;0.0;204.0;1600.0;1106.0;1106.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;40;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;2772.0;0.00599980354309082;280.0;280.0;0.0;0.0;332.0;1680.0;1106.0;1666.0;480.0;0.0;480.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;50;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;2212.0;0.029000043869018555;408.0;408.0;0.0;0.0;204.0;1600.0;1106.0;1106.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;50;12;8;2;100;500;-5;-1;1.0;1;2;OPTIMAL;3332.0;0.003000020980834961;244.8;244.8;0.0;0.0;367.2;1760.0;1106.0;2226.0;960.0;0.0;960.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;10;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;6546.4;0.06200003623962402;361.6;347.2;14.4;0.0;264.8;4960.0;2712.0;3834.4;960.0;0.0;960.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;10;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;8786.4;0.006000041961669922;259.2;244.8;14.4;0.0;367.2;5280.0;2712.0;6074.4;2880.0;0.0;2880.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;20;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;3036.0;0.032000064849853516;432.0;408.0;24.0;0.0;204.0;2400.0;1518.0;1518.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;20;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;4706.4;0.006000041961669922;259.2;244.8;14.4;0.0;367.2;2640.0;1512.0;3194.4;1440.0;0.0;1440.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;30;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;2236.0;0.029999971389770508;432.0;408.0;24.0;0.0;204.0;1600.0;1118.0;1118.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;30;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;3346.4;0.006999969482421875;259.2;244.8;14.4;0.0;367.2;1760.0;1112.0;2234.4;960.0;0.0;960.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;40;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;2212.0;0.026999950408935547;408.0;408.0;0.0;0.0;204.0;1600.0;1106.0;1106.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;40;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;3332.0;0.006000041961669922;244.8;244.8;0.0;0.0;367.2;1760.0;1106.0;2226.0;960.0;0.0;960.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;50;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;2212.0;0.03299999237060547;408.0;408.0;0.0;0.0;204.0;1600.0;1106.0;1106.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;50;12;8;2;100;500;-5;-1;0.8;2;2;OPTIMAL;3332.0;0.0070002079010009766;244.8;244.8;0.0;0.0;367.2;1760.0;1106.0;2226.0;960.0;0.0;960.0
