source;network;scenario_line_data;procedure;optimize_lines;routing_agg;eliminate_subtours;line_repl_allowed;waiting_time_frequency;gap;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;num_od;train_capacity;infrastructure_capacity;max_frequency;num_scenarios;cost_repl_freq;cost_repl_line;repl_budget;bypass_multiplier;overdemand_threshold;overdemand_multiplier;status_code;status;objective;runtime_s;cost_time;cost_time_base;cost_time_over;cost_bypass;cost_wait;cost_oper;obj_stage1;obj_stage2_exp;repl_cost_freq_exp;repl_cost_path_exp;repl_cost_exp
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;10;12;8;2;100;500;-5;-1;1.0;1;2;ERROR;;0.119;;344.0;0.0;0.0;;;2706.0;3826.0;960.0;0.0;960.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;10;12;8;2;100;500;-5;-1;1.0;1;2;ERROR;;0.062;;340.8;0.0;0.0;;;2706.0;4386.0;1440.0;0.0;1440.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;20;12;8;2;100;500;-5;-1;1.0;1;2;ERROR;;0.045;;408.0;0.0;0.0;;;1506.0;1506.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;20;12;8;2;100;500;-5;-1;1.0;1;2;ERROR;;0.046;;308.8;0.0;0.0;;;1506.0;2626.0;960.0;0.0;960.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;30;12;8;2;100;500;-5;-1;1.0;1;2;ERROR;;0.038;;408.0;0.0;0.0;;;1106.0;1106.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;30;12;8;2;100;500;-5;-1;1.0;1;2;ERROR;;0.042;;312.0;0.0;0.0;;;1106.0;1666.0;480.0;0.0;480.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;40;12;8;2;100;500;-5;-1;1.0;1;2;ERROR;;0.038;;408.0;0.0;0.0;;;1106.0;1106.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;40;12;8;2;100;500;-5;-1;1.0;1;2;ERROR;;0.042;;280.0;0.0;0.0;;;1106.0;1666.0;480.0;0.0;480.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;50;12;8;2;100;500;-5;-1;1.0;1;2;ERROR;;0.049;;408.0;0.0;0.0;;;1106.0;1106.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;50;12;8;2;100;500;-5;-1;1.0;1;2;ERROR;;0.047;;244.8;0.0;0.0;;;1106.0;2226.0;960.0;0.0;960.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;10;12;8;2;100;500;-5;-1;0.8;2;2;ERROR;;0.081;;347.2;14.4;0.0;;;2712.0;3834.4;960.0;0.0;960.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;10;12;8;2;100;500;-5;-1;0.8;2;2;ERROR;;0.066;;244.8;14.4;0.0;;;2712.0;6074.4;2880.0;0.0;2880.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;20;12;8;2;100;500;-5;-1;0.8;2;2;ERROR;;0.049;;408.0;24.0;0.0;;;1518.0;1518.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;20;12;8;2;100;500;-5;-1;0.8;2;2;ERROR;;0.052;;244.8;14.4;0.0;;;1512.0;3194.4;1440.0;0.0;1440.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;30;12;8;2;100;500;-5;-1;0.8;2;2;ERROR;;0.049;;408.0;24.0;0.0;;;1118.0;1118.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;30;12;8;2;100;500;-5;-1;0.8;2;2;ERROR;;0.048;;244.8;14.4;0.0;;;1112.0;2234.4;960.0;0.0;960.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;40;12;8;2;100;500;-5;-1;0.8;2;2;ERROR;;0.046;;408.0;0.0;0.0;;;1106.0;1106.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;40;12;8;2;100;500;-5;-1;0.8;2;2;ERROR;;0.052;;244.8;0.0;0.0;;;1106.0;2226.0;960.0;0.0;960.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;50;12;8;2;100;500;-5;-1;0.8;2;2;ERROR;;0.045;;408.0;0.0;0.0;;;1106.0;1106.0;0.0;0.0;0.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;50;12;8;2;100;500;-5;-1;0.8;2;2;ERROR;;0.048;;244.8;0.0;0.0;;;1106.0;2226.0;960.0;0.0;960.0
