edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_14;flow_line_16;flow_line_22;flow_line_23;flow_line_26;flow_line_27
1;5.4;16.960000000000022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.960000000000022;0.0;0.0
10;1.8;32.18999999999993;0.0;0.0;0.0;0.0;32.18999999999993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;87.75000000000011;0.0;0.0;0.0;0.0;0.0;87.75000000000011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0
16;1.2;182.18999999999994;0.0;0.0;0.0;0.0;32.18999999999993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0
18;1.2;100.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;96.65000000000002;0.0;0.0;0.0;0.0;0.0;88.83000000000011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.819999999999908;0.0;0.0
24;2.0;25.65;0.0;0.0;25.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;2.0;46.740000000000016;0.0;0.0;0.0;46.740000000000016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;1.2;207.83999999999992;0.0;0.0;59.43999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;148.39999999999992;0.0;0.0;0.0;0.0
29;1.2;67.09000000000002;0.0;0.0;0.0;67.09000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;1.8;80.96999999999998;0.0;80.96999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;1.8;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;2.6;45.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;2.6;21.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;2.0;196.7899999999998;96.78999999999982;0.0;99.99999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
