array_job_id;task_id;run_group_id;case_k;case_per_run;case_variants;case_selection;case_p_fail;case_id;case_sweep_row;case_variant_idx;case_edges;case_lines;WS;RP;EEV_nom;EEV_mean;EVPI;VSS_nom;VSS_mean;procedures_present
12183444;0;g_000;1;1;38;line_consecutive;0.5;1000;0;0;12-13;12;51140.240000000005;9843.9044;9843.9044;9843.9044;-41296.335600000006;0.0;0.0;eev,integrated,separated,ws
12183444;1;g_000;1;1;38;line_consecutive;0.5;1001;0;1;20-21;6;52734.39;9843.9044;9843.9044;9843.9044;-42890.4856;0.0;0.0;eev,integrated,separated,ws
12183444;2;g_000;1;1;38;line_consecutive;0.5;1002;0;2;14-23;4,10;54841.905;9843.9044;9843.9044;9843.9044;-44998.0006;0.0;0.0;eev,integrated,separated,ws
12183444;3;g_000;1;1;38;line_consecutive;0.5;1003;0;3;22-23;5;51792.380000000005;9843.9044;9843.9044;9843.9044;-41948.475600000005;0.0;0.0;eev,integrated,separated,ws
12183444;4;g_000;1;1;38;line_consecutive;0.5;1004;0;4;11-14;4,8,10;55715.630000000005;9843.9044;9843.9044;9843.9044;-45871.725600000005;0.0;0.0;eev,integrated,separated,ws
12183444;5;g_000;1;1;38;line_consecutive;0.5;1005;0;5;4-5;3;51140.240000000194;9843.9044;9843.9044;9843.9044;-41296.3356000002;0.0;0.0;eev,integrated,separated,ws
12183444;6;g_000;1;1;38;line_consecutive;0.5;1006;0;6;1-2;12;51140.24000000011;9843.9044;9843.9044;9843.9044;-41296.33560000011;0.0;0.0;eev,integrated,separated,ws
12183444;7;g_000;1;1;38;line_consecutive;0.5;1007;0;7;4-11;4;54346.69;9843.9044;9843.9044;9843.9044;-44502.7856;0.0;0.0;eev,integrated,separated,ws
12183444;8;g_000;1;1;38;line_consecutive;0.5;1008;0;8;16-17;2,13;56436.240000000005;9843.9044;9843.9044;9843.9044;-46592.335600000006;0.0;0.0;eev,integrated,separated,ws
12183444;9;g_000;1;1;38;line_consecutive;0.5;1009;0;9;10-11;1,7,10;55473.420000000006;9843.9044;9843.9044;9843.9044;-45629.515600000006;0.0;0.0;eev,integrated,separated,ws
12183444;10;g_000;1;1;38;line_consecutive;0.5;1010;0;10;7-18;3,11;51140.24000000196;9843.9044;9843.9044;9843.9044;-41296.33560000196;0.0;0.0;eev,integrated,separated,ws
12183444;11;g_000;1;1;38;line_consecutive;0.5;1011;0;11;13-24;6;53437.6699999994;9843.9044;9843.9044;9843.9044;-43593.7655999994;0.0;0.0;eev,integrated,separated,ws
12183444;12;g_000;1;1;38;line_consecutive;0.5;1012;0;12;20-21;6;52734.39;9843.9044;9843.9044;9843.9044;-42890.4856;0.0;0.0;eev,integrated,separated,ws
12183444;13;g_000;1;1;38;line_consecutive;0.5;1013;0;13;1-3;4,8,12;58395.61999999995;9843.9044;9843.9044;9843.9044;-48551.71559999995;0.0;0.0;eev,integrated,separated,ws
12183444;14;g_000;1;1;38;line_consecutive;0.5;1014;0;14;18-20;11;51140.23999990314;9843.9044;9843.9044;9843.9044;-41296.33559990314;0.0;0.0;eev,integrated,separated,ws
12183444;15;g_000;1;1;38;line_consecutive;0.5;1015;0;15;23-24;4;54286.70000000001;9843.9044;9843.9044;9843.9044;-44442.79560000001;0.0;0.0;eev,integrated,separated,ws
12183444;16;g_000;1;1;38;line_consecutive;0.5;1016;0;16;21-24;6;52808.18999999981;9843.9044;9843.9044;9843.9044;-42964.28559999981;0.0;0.0;eev,integrated,separated,ws
12183444;17;g_000;1;1;38;line_consecutive;0.5;1017;0;17;17-19;2,13,14;60308.675;9843.9044;9843.9044;9843.9044;-50464.7706;0.0;0.0;eev,integrated,separated,ws
12183444;18;g_000;1;1;38;line_consecutive;0.5;1018;0;18;21-22;13;51402.16;9843.9044;9843.9044;9843.9044;-41558.2556;0.0;0.0;eev,integrated,separated,ws
12183444;19;g_000;1;1;38;line_consecutive;0.5;1019;0;19;16-18;1;52748.68000000001;9843.9044;9843.9044;9843.9044;-42904.77560000001;0.0;0.0;eev,integrated,separated,ws
12183444;20;g_000;1;1;38;line_consecutive;0.5;1020;0;20;17-19;2,13,14;60308.675;9843.9044;9843.9044;9843.9044;-50464.7706;0.0;0.0;eev,integrated,separated,ws
12183444;21;g_000;1;1;38;line_consecutive;0.5;1021;0;21;5-9;3,9;51271.240000000005;9843.9044;9843.9044;9843.9044;-41427.335600000006;0.0;0.0;eev,integrated,separated,ws
12183444;22;g_000;1;1;38;line_consecutive;0.5;1022;0;22;19-20;2;57616.3;9843.9044;9843.9044;9843.9044;-47772.3956;0.0;0.0;eev,integrated,separated,ws
12183444;23;g_000;1;1;38;line_consecutive;0.5;1023;0;23;1-2;12;51140.24000000011;9843.9044;9843.9044;9843.9044;-41296.33560000011;0.0;0.0;eev,integrated,separated,ws
12183444;24;g_000;1;1;38;line_consecutive;0.5;1024;0;24;21-22;13;51402.16;9843.9044;9843.9044;9843.9044;-41558.2556;0.0;0.0;eev,integrated,separated,ws
12183444;25;g_000;1;1;38;line_consecutive;0.5;1025;0;25;8-9;3,7;51140.240000000005;9843.9044;9843.9044;9843.9044;-41296.335600000006;0.0;0.0;eev,integrated,separated,ws
12183444;26;g_000;1;1;38;line_consecutive;0.5;1026;0;26;10-15;5,9;52049.83500000001;9843.9044;9843.9044;9843.9044;-42205.93060000001;0.0;0.0;eev,integrated,separated,ws
12183444;27;g_000;1;1;38;line_consecutive;0.5;1027;0;27;1-2;12;51140.24000000011;9843.9044;9843.9044;9843.9044;-41296.33560000011;0.0;0.0;eev,integrated,separated,ws
12183444;28;g_000;1;1;38;line_consecutive;0.5;1028;0;28;16-17;2,13;56436.240000000005;9843.9044;9843.9044;9843.9044;-46592.335600000006;0.0;0.0;eev,integrated,separated,ws
12183444;29;g_000;1;1;38;line_consecutive;0.5;1029;0;29;2-6;2;58921.55500000001;9843.9044;9843.9044;9843.9044;-49077.65060000001;0.0;0.0;eev,integrated,separated,ws
12183444;30;g_000;1;1;38;line_consecutive;0.5;1030;0;30;14-23;4,10;54841.905;9843.9044;9843.9044;9843.9044;-44998.0006;0.0;0.0;eev,integrated,separated,ws
12183444;31;g_000;1;1;38;line_consecutive;0.5;1031;0;31;20-21;6;52734.39;9843.9044;9843.9044;9843.9044;-42890.4856;0.0;0.0;eev,integrated,separated,ws
12183444;32;g_000;1;1;38;line_consecutive;0.5;1032;0;32;6-8;2;57269.425;9843.9044;9843.9044;9843.9044;-47425.5206;0.0;0.0;eev,integrated,separated,ws
12183444;33;g_000;1;1;38;line_consecutive;0.5;1033;0;33;18-20;11;51140.23999990314;9843.9044;9843.9044;9843.9044;-41296.33559990314;0.0;0.0;eev,integrated,separated,ws
12183444;34;g_000;1;1;38;line_consecutive;0.5;1034;0;34;15-19;9,13,14;51730.350000000006;9843.9044;9843.9044;9843.9044;-41886.44560000001;0.0;0.0;eev,integrated,separated,ws
12183444;35;g_000;1;1;38;line_consecutive;0.5;1035;0;35;19-20;2;57616.3;9843.9044;9843.9044;9843.9044;-47772.3956;0.0;0.0;eev,integrated,separated,ws
12183444;36;g_000;1;1;38;line_consecutive;0.5;1036;0;36;20-21;6;52734.39;9843.9044;9843.9044;9843.9044;-42890.4856;0.0;0.0;eev,integrated,separated,ws
12183444;37;g_000;1;1;38;line_consecutive;0.5;1037;0;37;18-20;11;51140.23999990314;9843.9044;9843.9044;9843.9044;-41296.33559990314;0.0;0.0;eev,integrated,separated,ws
12183444;38;g_000;2;1;60;line_consecutive;0.5;1038;1;0;9-10,10-15;9;52547.32999999312;9843.9044;9843.9044;9843.9044;-42703.42559999312;0.0;0.0;eev,integrated,separated,ws
12183444;39;g_000;2;1;60;line_consecutive;0.5;1039;1;1;13-24,21-24;6;53437.67000000151;9843.9044;9843.9044;9843.9044;-43593.76560000151;0.0;0.0;eev,integrated,separated,ws
12183444;40;g_000;2;1;60;line_consecutive;0.5;1040;1;2;10-15,15-22;5;53183.285;9843.9044;9843.9044;9843.9044;-43339.3806;0.0;0.0;eev,integrated,separated,ws
12183444;41;g_000;2;1;60;line_consecutive;0.5;1041;1;3;8-9,9-10;7;;9843.9044;9843.9044;9843.9044;;0.0;0.0;eev,integrated,separated,ws
12183444;42;g_000;2;1;60;line_consecutive;0.5;1042;1;4;15-19,17-19;13,14;72909.40999999997;9843.9044;9843.9044;9843.9044;-63065.505599999975;0.0;0.0;eev,integrated,separated,ws
12183444;43;g_000;2;1;60;line_consecutive;0.5;1043;1;5;17-19,19-20;2;67375.08999999998;9843.9044;9843.9044;9843.9044;-57531.18559999998;0.0;0.0;eev,integrated,separated,ws
12183444;44;g_000;2;1;60;line_consecutive;0.5;1044;1;6;2-6,6-8;2;58921.55499999999;9843.9044;9843.9044;9843.9044;-49077.65059999999;0.0;0.0;eev,integrated,separated,ws
12183444;45;g_000;2;1;60;line_consecutive;0.5;1045;1;7;8-16,10-16;10;60116.28;9843.9044;9843.9044;9843.9044;-50272.3756;0.0;0.0;eev,integrated,separated,ws
12183444;46;g_000;2;1;60;line_consecutive;0.5;1046;1;8;5-9,8-9;3;;9843.9044;9843.9044;9843.9044;;0.0;0.0;eev,integrated,separated,ws
