source;network;scenario_line_data;procedure;optimize_lines;routing_agg;eliminate_subtours;line_repl_allowed;waiting_time_frequency;gap;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;num_od;train_capacity;infrastructure_capacity;max_frequency;num_scenarios;cost_repl_freq;cost_repl_line;repl_budget;status;objective;cost_time;cost_wait;cost_oper;runtime_s;obj_stage1;obj_stage2_exp;repl_cost_exp
lintim;SiouxFalls;SiouxFalls;separated;False;True;True;False;False;0;1;0;1;10;50;12;5;2;1;1000;-5;OPTIMAL;7718.970000000078;7315.890000000078;0.0;286.5;0.020999908447265625;3167.4900000000785;4551.48;116.57999999999998
lintim;SiouxFalls;SiouxFalls;integrated;False;True;True;False;False;0;1;0;1;10;50;12;5;2;1;1000;-5;OPTIMAL;7718.969999999999;7315.889999999999;0.0;286.5;0.06500005722045898;3167.4900000000002;4434.899999999999;116.58000000000001
