array_job_id;task_id;run_group_id;case_k;case_per_run;case_variants;case_selection;case_p_fail;case_id;case_sweep_row;case_variant_idx;case_edges;case_lines;WS;RP;EEV_nom;EEV_mean;EVPI;VSS_nom;VSS_mean;procedures_present;source;network;scenario_line_data;routing_agg;waiting_time_frequency;gap;time_limit;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;cost_repl_freq;cost_repl_line;repl_budget;bypass_multiplier;overdemand_threshold;overdemand_multiplier;num_od;train_capacity;infrastructure_capacity;max_frequency;threads;scenario_infra_id;scenario_prob_id
12329486;0;g_000;1;1;36;line_consecutive;0.5;1000;0;0;2-25;1;44606717.5;44618400.0;44620177.5;44620842.5;11682.5;1777.5;2442.5;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;1e-05;6000;1;2;20;50;200;-5;100;0.75;2;50;100;30;20;16;1000;1000
12329486;1;g_000;1;1;36;line_consecutive;0.5;1001;0;1;8-25;1;44840467.49949;44850600.0;44852487.5;44853152.5;10132.500509999692;1887.5;2552.5;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;1e-05;6000;1;2;20;50;200;-5;100;0.75;2;50;100;30;20;16;1001;1001
12329486;2;g_000;1;1;36;line_consecutive;0.5;1002;0;2;8-11;1;45597482.5;45601105.0;45602992.5;45603657.5;3622.5;1887.5;2552.5;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;1e-05;6000;1;2;20;50;200;-5;100;0.75;2;50;100;30;20;16;1002;1002
12329486;3;g_000;1;1;36;line_consecutive;0.5;1003;0;3;11-22;1;44634250.0;44645137.5;44646760.0;44647425.0;10887.5;1622.5;2287.5;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;1e-05;6000;1;2;20;50;200;-5;100;0.75;2;50;100;30;20;16;1003;1003
12329486;4;g_000;1;1;36;line_consecutive;0.5;1004;0;4;2-4;2;49273982.5;49275292.5;49278747.5;49881421.0;1310.0;3455.0;606128.5;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;1e-05;6000;1;2;20;50;200;-5;100;0.75;2;50;100;30;20;16;1004;1004
12329486;5;g_000;1;1;36;line_consecutive;0.5;1005;0;5;4-12;2;50217027.5;50220450.0;50222227.5;50819936.0;3422.5;1777.5;599486.0;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;1e-05;6000;1;2;20;50;200;-5;100;0.75;2;50;100;30;20;16;1005;1005
12329486;6;g_000;1;1;36;line_consecutive;0.5;1006;0;6;12-18;2,11;50254752.5;50256025.0;50259772.5;55704454.99915667;1272.5;3747.5;5448429.999156669;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;1e-05;6000;1;2;20;50;200;-5;100;0.75;2;50;100;30;20;16;1006;1006
12329486;7;g_000;1;1;36;line_consecutive;0.5;1007;0;7;18-23;2,11;48360730.0;48362564.9993;48364355.0;53813839.99915667;1834.999300003052;1790.0006999969482;5451274.999856666;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;1e-05;6000;1;2;20;50;200;-5;100;0.75;2;50;100;30;20;16;1007;1007
12329486;8;g_000;1;1;36;line_consecutive;0.5;1008;0;8;1-23;2;48529195.0;48530702.5;48533817.5;49122481.0;1507.5;3115.0;591778.5;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;1e-05;6000;1;2;20;50;200;-5;100;0.75;2;50;100;30;20;16;1008;1008
12329486;9;g_000;1;1;36;line_consecutive;0.5;1009;0;9;1-14;2;48509480.0;48510420.0;48512712.5;49105448.5;940.0;2292.5;595028.5;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;1e-05;6000;1;2;20;50;200;-5;100;0.75;2;50;100;30;20;16;1009;1009
12329486;10;g_000;1;1;36;line_consecutive;0.5;1010;0;10;9-13;3;46530822.5;46536370.0;46538837.5;46915380.0;5547.5;2467.5;379010.0;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;1e-05;6000;1;2;20;50;200;-5;100;0.75;2;50;100;30;20;16;1010;1010
12329486;11;g_000;1;1;36;line_consecutive;0.5;1011;0;11;1-13;3;46599090.0;46606480.0;46608180.0;46984002.5;7390.0;1700.0;377522.5;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;1e-05;6000;1;2;20;50;200;-5;100;0.75;2;50;100;30;20;16;1011;1011
12329486;12;g_000;1;1;36;line_consecutive;0.5;1012;0;12;1-29;3;45924877.5;45928412.5;45934502.5;46311257.5;3535.0;6090.0;382845.0;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;1e-05;6000;1;2;20;50;200;-5;100;0.75;2;50;100;30;20;16;1012;1012
12329486;13;g_000;1;1;36;line_consecutive;0.5;1013;0;13;17-29;3;46506787.5;46512832.5;46514967.5;46891510.0;6045.0;2135.0;378677.5;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;1e-05;6000;1;2;20;50;200;-5;100;0.75;2;50;100;30;20;16;1013;1013
12329486;14;g_000;1;1;36;line_consecutive;0.5;1014;0;14;17-28;3;46561435.0;46568740.0;46570440.0;46946262.5;7305.0;1700.0;377522.5;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;1e-05;6000;1;2;20;50;200;-5;100;0.75;2;50;100;30;20;16;1014;1014
12329486;15;g_000;1;1;36;line_consecutive;0.5;1015;0;15;28-30;3;45901340.0;45904920.0;45909172.5;46285927.5;3580.0;4252.5;381007.5;eev,integrated,separated,ws;lintim;Mumford0;Mumford0;True;False;1e-05;6000;1;2;20;50;200;-5;100;0.75;2;50;100;30;20;16;1015;1015
