source;network;scenario_line_data;procedure;optimize_lines;routing_agg;eliminate_subtours;line_repl_allowed;waiting_time_frequency;gap;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;num_od;train_capacity;infrastructure_capacity;max_frequency;num_scenarios;cost_repl_freq;cost_repl_line;repl_budget;status_code;status;objective;runtime_s;cost_time;cost_wait;cost_oper;obj_stage1;obj_stage2_exp;repl_cost_freq_exp;repl_cost_path_exp;repl_cost_exp
lintim;SiouxFalls;SiouxFalls;integrated;False;True;True;False;False;0;1;5;50;10;50;12;8;2;100;500;-5;;OPTIMAL;34730.89568356167;87.03199982643127;7907.83599999903;5871.460099319409;14173.199584243248;13380.92;21349.975683561686;2938.3999999999996;3840.0;6778.4
lintim;SiouxFalls;SiouxFalls;separated;False;True;True;False;False;0;1;5;50;10;50;12;8;2;100;500;-5;;OPTIMAL;36503.00199797821;0.18700003623962402;7185.731998426036;5661.669999552172;13165.2;11827.18999797821;24675.811999999998;6650.4;3840.0;10490.4
lintim;SiouxFalls;SiouxFalls;integrated;False;True;True;False;False;0;1;5;50;20;50;12;8;2;100;500;-5;;OPTIMAL;56994.92200120369;349.0769999027252;17817.35200074356;10631.570000460131;20994.0;23553.730000730655;33441.19200047305;3712.0;3840.0;7552.0
lintim;SiouxFalls;SiouxFalls;separated;False;True;True;False;False;0;1;5;50;20;50;12;8;2;100;500;-5;;OPTIMAL;60780.75592880536;1.1050000190734863;14649.175968357937;9299.97996044742;18997.2;20406.710000000003;40374.04592880535;6794.4;11040.0;17834.4
lintim;SiouxFalls;SiouxFalls;integrated;False;True;True;False;False;0;1;5;50;50;50;12;8;2;100;500;-5;;;;;;;;;;;;
