edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_14;flow_line_15;flow_line_16;flow_line_17;flow_line_22;flow_line_23;flow_line_24;flow_line_25;flow_line_26;flow_line_27
0;5.4;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0
1;5.4;5.239999999999981;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.239999999999981;0.0;0.0;0.0;0.0
10;1.8;250.00000000000003;50.0;0.0;0.0;0.0;200.00000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1.8;161.7100000000003;0.0;37.5;0.0;0.0;0.0;124.21000000000029;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;273.14000000000027;0.0;37.5;0.0;0.0;0.0;0.0;235.64000000000027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;2.4;84.47000000000023;15.82;0.0;0.0;0.0;0.0;0.0;0.0;68.65000000000023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;2.0;62.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.77;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;1.2;399.86000000000024;50.0;0.0;0.0;0.0;161.07000000000022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;188.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;1.2;141.04000000000025;0.0;37.5;0.0;0.0;0.0;63.60999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.930000000000256;0.0;0.0;0.0;0.0;0.0;0.0
18;1.2;300.0;0.0;0.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;1.2;68.58;0.0;0.0;0.0;68.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;132.65999999999997;0.0;0.0;0.0;0.0;0.0;0.0;118.78;0.0;0.0;0.0;0.0;0.0;8.64;0.0;0.0;0.0;0.0;5.239999999999981;0.0;0.0;0.0;0.0
20;2.0;136.2499999999999;0.0;0.0;0.0;0.0;0.0;136.2499999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;2.0;4.58;0.0;0.0;0.0;0.0;4.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;1.2;4.58;0.0;0.0;0.0;0.0;4.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;1.2;89.55999999999987;0.0;0.0;0.0;0.0;0.0;89.55999999999987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;2.0;78.00000000000021;0.0;0.0;0.0;0.0;0.0;78.00000000000021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;2.0;194.16999999999993;0.0;0.0;0.0;0.0;194.16999999999993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;1.2;391.30999999999995;0.0;0.0;293.8999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.41;0.0;0.0;0.0
27;1.2;165.7300000000002;0.0;0.0;0.0;113.66999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.06000000000026;0.0;0.0
28;1.2;249.99999999999986;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;199.99999999999986;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;1.2;187.50000000000026;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.00000000000026;0.0;0.0;0.0;0.0;0.0;0.0
3;1.4;14.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;2.6;145.9399999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;121.82999999999976;0.0;0.0;0.0;0.0;0.0;24.10999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;2.6;247.96000000000024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120.23000000000025;0.0;0.0;0.0;0.0;0.0;127.72999999999999;0.0;0.0;0.0;0.0;0.0;0.0
34;2.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;2.0;40.82000000000012;0.0;40.82000000000012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;2.33;72.99000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.99000000000005
37;2.33;20.12999999999966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.12999999999966;0.0
38;1.6;6.94;0.0;6.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
