line;group;nominal;scenario 1;scenario 2
prob;;;0.4;0.6
objective;;406.0;2909.0;406.0
cost_time;;2.0;5.0;2.0
cost_wait;;4.0;4.0;4.0
cost_oper;;400.0;400.0;400.0
cost_repl;;;2500.0;0.0
0;1;1;1.0;1.0
1;1;1;1.0;1.0
2;2;1;1.0;1.0
3;2;1;1.0;1.0
4;3;0;0.0;0.0
5;3;0;0.0;0.0
