edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_12;flow_line_13;flow_line_16;flow_line_17;flow_line_18;flow_line_19;flow_line_22;flow_line_23;flow_line_24;flow_line_25;flow_line_26;flow_line_27
0;5.4;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0
10;1.8;97.27;0.0;0.0;0.0;0.0;97.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1.8;50.60000000000001;0.0;0.0;0.0;0.0;0.0;50.60000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;232.6299999999999;0.0;0.0;0.0;0.0;0.0;0.0;232.6299999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;2.4;99.14999999999993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.14999999999993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;2.0;84.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;124.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;124.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;1.2;231.86999999999995;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.86999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;1.2;73.12;0.0;0.0;0.0;0.0;0.0;14.820000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.300000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;1.2;350.0;0.0;0.0;350.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;1.2;81.45;0.0;0.0;0.0;81.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;149.36999999999998;0.0;0.0;0.0;0.0;0.0;0.0;117.37999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.990000000000002;0.0;0.0;0.0;0.0
20;2.0;70.09000000000003;0.0;0.0;0.0;0.0;0.0;33.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.08000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;2.0;19.78;0.0;0.0;0.0;0.0;16.740000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;1.2;30.149999999999967;0.0;0.0;0.0;0.0;30.149999999999967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;1.2;33.01;0.0;0.0;0.0;0.0;0.0;33.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;2.0;59.400000000000084;0.0;0.0;0.0;0.0;0.0;32.089999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.310000000000088;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;2.0;150.0;0.0;0.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;1.2;375.00000000000006;0.0;0.0;262.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.49999999999999;0.0;0.0;0.0;75.00000000000006;0.0;0.0;0.0
27;1.2;210.04999999999995;0.0;0.0;0.0;117.74999999999986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.300000000000004;0.0;0.0;0.0;75.0000000000001;0.0;0.0
28;1.2;187.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;112.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;1.2;187.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.99999999999999;0.0;0.0;112.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
