source;network;scenario_line_data;procedure;routing_agg;waiting_time_frequency;gap;time_limit;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;cost_repl_freq;cost_repl_line;repl_budget;bypass_multiplier;overdemand_threshold;overdemand_multiplier;num_od;train_capacity;infrastructure_capacity;max_frequency;status_code;status;objective;runtime_s;cost_time;cost_time_base;cost_time_over;cost_bypass;cost_wait;cost_oper;obj_stage1;obj_stage2_exp;repl_cost_freq_exp;repl_cost_path_exp;repl_cost_exp
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;300;1200;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;68113.91200000001;340.0620000362396;29258.424;27463.384;1795.0400000000022;0.0;6745.087999999998;13822.400000000001;23433.08000000001;44680.832000000024;9072.0;9216.0;18288.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;300;1200;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;104274.184;1.056999921798706;26376.692;25025.708;1350.9839999999997;0.0;6154.131999999999;10576.96;19730.949999999997;84543.234;33518.4;27648.0;61166.4
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;300;1200;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;19730.949999999997;1.0520000457763672;11711.57;11291.76;419.8100000000004;0.0;2843.379999999999;5176.0;19730.949999999997;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;1000;4000;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;99259.57799999998;386.5620000362396;32614.913999999997;30862.139999999996;1752.7740000000003;0.0;7129.464;16475.199999999997;26252.089999999993;73007.488;43040.0;0.0;43040.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;1000;4000;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;246615.364;1.1710000038146973;26763.160000000003;25200.780000000006;1562.3800000000006;0.0;6146.123999999998;10562.08;19730.949999999997;226884.41400000002;110984.0;92160.0;203144.0
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;1000;4000;-5;-1;0.75;2;40;50;10;10;2;OPTIMAL;19730.949999999997;1.1419999599456787;11711.57;11291.76;419.8100000000004;0.0;2843.379999999999;5176.0;19730.949999999997;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;10000;-1;0.75;2;40;50;10;10;2;OPTIMAL;54997.36799999998;502.1050000190735;26845.727999999996;25659.924;1185.8040000000005;0.0;6524.439999999994;13195.199999999999;22121.40000000001;32875.967999999986;2288.0;6144.0;8432.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;10000;-1;0.75;2;40;50;10;10;2;OPTIMAL;63496.584;1.127000093460083;26372.924;25023.824;1349.1000000000008;0.0;6157.899999999999;10576.96;19730.949999999997;43765.634000000005;11172.8;9216.0;20388.8
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;10000;-1;0.75;2;40;50;10;10;2;OPTIMAL;19730.949999999997;1.1470000743865967;11711.57;11291.76;419.8100000000004;0.0;2843.379999999999;5176.0;19730.949999999997;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;3000;-1;0.75;2;40;50;10;10;2;OPTIMAL;54997.36799999998;503.80599999427795;26845.727999999996;25659.924;1185.8040000000005;0.0;6524.439999999994;13195.199999999999;22121.40000000001;32875.967999999986;2288.0;6144.0;8432.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;3000;-1;0.75;2;40;50;10;10;2;OPTIMAL;63496.584;1.7709999084472656;26372.924;25023.824;1349.1000000000008;0.0;6157.899999999999;10576.96;19730.949999999997;43765.634000000005;11172.8;9216.0;20388.8
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;3000;-1;0.75;2;40;50;10;10;2;OPTIMAL;19730.949999999997;1.1779999732971191;11711.57;11291.76;419.8100000000004;0.0;2843.379999999999;5176.0;19730.949999999997;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;1000;-1;0.75;2;40;50;10;10;2;OPTIMAL;54997.36799999998;511.78799986839294;26845.727999999996;25659.924;1185.8040000000005;0.0;6524.439999999994;13195.199999999999;22121.40000000001;32875.967999999986;2288.0;6144.0;8432.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;1000;-1;0.75;2;40;50;10;10;2;OPTIMAL;63496.584;1.2709999084472656;26372.924;25023.824;1349.1000000000008;0.0;6157.899999999999;10576.96;19730.949999999997;43765.634000000005;11172.8;9216.0;20388.8
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;1000;-1;0.75;2;40;50;10;10;2;OPTIMAL;19730.949999999997;1.3369998931884766;11711.57;11291.76;419.8100000000004;0.0;2843.379999999999;5176.0;19730.949999999997;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;300;-1;0.75;2;40;50;10;10;2;OPTIMAL;54997.36799999998;516.4639999866486;26845.727999999996;25659.924;1185.8040000000005;0.0;6524.439999999994;13195.199999999999;22121.40000000001;32875.967999999986;2288.0;6144.0;8432.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;300;-1;0.75;2;40;50;10;10;2;OPTIMAL;63496.584;1.2849998474121094;26372.924;25023.824;1349.1000000000008;0.0;6157.899999999999;10576.96;19730.949999999997;43765.634000000005;11172.8;9216.0;20388.8
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;300;-1;0.75;2;40;50;10;10;2;OPTIMAL;19730.949999999997;1.3469998836517334;11711.57;11291.76;419.8100000000004;0.0;2843.379999999999;5176.0;19730.949999999997;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;100;-1;0.75;2;40;50;10;10;2;OPTIMAL;54997.36799999998;517.9570000171661;26845.727999999996;25659.924;1185.8040000000005;0.0;6524.439999999994;13195.199999999999;22121.40000000001;32875.967999999986;2288.0;6144.0;8432.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;100;-1;0.75;2;40;50;10;10;2;OPTIMAL;63496.584;1.2380001544952393;26372.924;25023.824;1349.1000000000008;0.0;6157.899999999999;10576.96;19730.949999999997;43765.634000000005;11172.8;9216.0;20388.8
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;100;-1;0.75;2;40;50;10;10;2;OPTIMAL;19730.949999999997;1.3220000267028809;11711.57;11291.76;419.8100000000004;0.0;2843.379999999999;5176.0;19730.949999999997;;;;
