source;network;scenario_line_data;procedure;optimize_lines;routing_agg;eliminate_subtours;line_repl_allowed;waiting_time_frequency;gap;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;num_od;train_capacity;infrastructure_capacity;max_frequency;num_scenarios;cost_repl_freq;cost_repl_line;repl_budget;status_code;status;objective;runtime_s;cost_time;cost_wait;cost_oper;obj_stage1;obj_stage2_exp;repl_cost_freq_exp;repl_cost_path_exp;repl_cost_exp
lintim;SiouxFalls;SiouxFalls;integrated;False;True;True;False;False;0;1;5;50;10;50;12;8;2;100;500;-5;2;OPTIMAL;34730.895999993016;45.603999853134155;7907.836000000001;5871.459999993018;14173.2;13380.920000000002;21349.975999993017;2938.3999999999996;3840.0;6778.4
lintim;SiouxFalls;SiouxFalls;separated;False;True;True;False;False;0;1;5;50;10;50;12;8;2;100;500;-5;2;OPTIMAL;36503.00199797821;0.10500001907348633;7185.731998426036;5661.669999552172;13165.2;11827.18999797821;24675.811999999998;6650.4;3840.0;10490.4
lintim;SiouxFalls;SiouxFalls;integrated;False;True;True;False;False;0;1;5;50;20;50;12;8;2;100;500;-5;2;OPTIMAL;56994.92200000016;110.15500020980835;17817.351999999995;10631.570000000169;20994.0;23553.729999999996;33441.19200000018;3712.0;3840.0;7552.0
lintim;SiouxFalls;SiouxFalls;separated;False;True;True;False;False;0;1;5;50;20;50;12;8;2;100;500;-5;2;OPTIMAL;60780.75592880536;0.6760001182556152;14649.175968357937;9299.97996044742;18997.2;20406.710000000003;40374.04592880535;6794.4;11040.0;17834.4
lintim;SiouxFalls;SiouxFalls;integrated;False;True;True;False;False;0;1;5;50;50;50;12;8;2;100;500;-5;2;OPTIMAL;94010.29599999989;1240.0309998989105;30892.745999999956;18679.949999999943;29667.2;37408.56999999988;56601.72600000002;7090.4;7680.0;14770.4
lintim;SiouxFalls;SiouxFalls;separated;False;True;True;False;False;0;1;5;50;50;50;12;8;2;100;500;-5;2;OPTIMAL;102526.28600000001;3.9639999866485596;31087.62599999999;18471.659999999996;28477.0;35925.39;66600.89600000001;16810.0;7680.0;24490.0
