source;network;scenario_line_data;procedure;optimize_lines;routing_agg;eliminate_subtours;line_repl_allowed;waiting_time_frequency;gap;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;num_od;train_capacity;infrastructure_capacity;max_frequency;num_scenarios;cost_repl_freq;cost_repl_line;repl_budget;status_code;status;objective;runtime_s;cost_time;cost_wait;cost_oper;obj_stage1;obj_stage2_exp;repl_cost_freq_exp;repl_cost_path_exp;repl_cost_exp
lintim;Cross;Cross;integrated;False;True;True;False;False;0;1;2;50;10;50;12;8;2;100;500;-5;;OPTIMAL;1372.0;0.03399991989135742;4.8;7.2;880.0;406.0;966.0;480.0;0.0;480.0
lintim;Cross;Cross;separated;False;True;True;False;False;0;1;2;50;10;50;12;8;2;100;500;-5;;OPTIMAL;1372.0;0.003999948501586914;4.8;7.2;880.0;406.0;966.0000000000001;480.0;0.0;480.0
