source;network;scenario_line_data;procedure;routing_agg;waiting_time_frequency;gap;time_limit;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;cost_repl_freq;cost_repl_line;repl_budget;bypass_multiplier;overdemand_threshold;overdemand_multiplier;num_od;train_capacity;infrastructure_capacity;max_frequency;status_code;status;objective;runtime_s;cost_time;cost_time_base;cost_time_over;cost_bypass;cost_wait;cost_oper;obj_stage1;obj_stage2_exp;repl_cost_freq_exp;repl_cost_path_exp;repl_cost_exp
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.5;2.0;50;50;10;10;2;OPTIMAL;68776.63799999814;527.3120000362396;36283.362;30425.218;5858.143999999998;0.0;7733.275999998158;14632.000000000002;27188.87999999999;41587.75799999818;3983.9999999999995;6144.0;10128.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.5;2.0;50;50;10;10;2;OPTIMAL;76682.36799999999;1.247999906539917;34743.56;30210.618000000002;4532.942000000001;0.0;7387.927999999998;13036.48;25038.96;51643.407999999996;12298.400000000001;9216.0;21514.4
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.5;2.0;50;50;10;10;2;OPTIMAL;25038.96;1.1359999179840088;15055.02;13688.24;1366.7800000000004;0.0;3434.739999999999;6549.2;25038.96;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.6;2.0;50;50;10;10;2;OPTIMAL;66552.27399999999;688.4779999256134;34095.274;30546.49;3548.7839999999997;0.0;7696.999999999998;14632.000000000002;26259.379999999994;40292.89400000003;3983.9999999999995;6144.0;10128.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.6;2.0;50;50;10;10;2;OPTIMAL;74974.53199999993;2.299999952316284;33665.02399999993;30098.481999999975;3566.541999999965;0.0;7331.747999999998;11876.959999999997;24182.429999999993;50792.10199999994;12884.8;9216.0;22100.8
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.6;2.0;50;50;10;10;2;OPTIMAL;24182.429999999993;1.61899995803833;14991.289999999997;13697.479999999998;1293.8099999999988;0.0;3417.939999999999;5773.199999999999;24182.429999999993;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.7;2.0;50;50;10;10;2;OPTIMAL;64759.56200000001;994.1909999847412;33362.06999999999;30877.651999999995;2484.4180000000006;0.0;7703.091999999999;14158.400000000001;25935.879999999997;38823.68200000002;3391.9999999999995;6144.0;9536.0
lintim;SiouxFalls;SiouxFalls;separated;True;False;0;3600;1;2;20;100;400;-5;-1;0.7;2.0;50;50;10;10;2;OPTIMAL;73098.37799241304;0.9590001106262207;31854.609999999993;30109.411999999993;1745.1980000000003;0.0;7266.007992413044;11876.959999999997;23453.449992413043;49644.928;12884.8;9216.0;22100.8
lintim;SiouxFalls;SiouxFalls;one_stage;True;False;0;3600;1;2;20;100;400;-5;-1;0.7;2.0;50;50;10;10;2;OPTIMAL;23453.449992413043;0.9110000133514404;14300.049999999997;13706.929999999997;593.12;0.0;3380.199992413045;5773.199999999999;23453.449992413043;;;;
lintim;SiouxFalls;SiouxFalls;integrated;True;False;0;3600;1;2;20;100;400;-5;-1;0.8;2.0;50;50;10;10;2;OPTIMAL;63411.583999999995;983.9030001163483;33255.119999999995;31662.05000000001;1593.0699999999938;0.0;7838.064000000001;13150.400000000001;25596.030000000006;37815.55400000003;3024.0;6144.0;9168.0
