edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_14;flow_line_15;flow_line_16;flow_line_17;flow_line_20;flow_line_21;flow_line_22;flow_line_23;flow_line_24;flow_line_25;flow_line_26;flow_line_27
0;5.4;102.1000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;102.1000000000002;0.0;0.0;0.0;0.0;0.0
1;5.4;26.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.8;0.0;0.0;0.0;0.0
10;1.8;150.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1.8;130.96999998018734;0.0;37.500000000000654;0.0;0.0;0.0;93.46999998018669;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;309.4199999801874;0.0;50.00000000000067;0.0;0.0;0.0;0.0;259.41999998018673;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;2.4;41.43999999999993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.43999999999993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;2.0;35.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;206.74999999999918;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;206.74999999999918;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;1.2;368.8399999999999;0.0;0.0;0.0;0.0;150.00000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;218.8399999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;1.2;85.41;0.0;12.960000000000644;0.0;0.0;0.0;47.499999999999346;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.950000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
