source;network;scenario_line_data;procedure;optimize_lines;routing_agg;eliminate_subtours;line_repl_allowed;waiting_time_frequency;gap;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;num_od;train_capacity;infrastructure_capacity;max_frequency;num_scenarios;cost_repl_freq;cost_repl_line;repl_budget;status;objective;cost_time;cost_wait;cost_oper;runtime_s;obj_stage1;obj_stage2_exp;repl_cost_exp
lintim;SiouxFalls;SiouxFalls;separated;False;True;True;False;False;0;2;10;50;10;50;12;8;2;1;1000;-5;ERROR;;;;;0.832;17454.379998184482;20058.212000000578;30.875999999999994
lintim;SiouxFalls;SiouxFalls;integrated;False;True;True;False;False;0;2;10;50;10;50;12;8;2;1;1000;-5;ERROR;;;;;0.997;;;
