source;network;scenario_line_data;procedure;optimize_lines;routing_agg;eliminate_subtours;line_repl_allowed;waiting_time_frequency;gap;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;num_od;train_capacity;infrastructure_capacity;max_frequency;num_scenarios;cost_repl_freq;cost_repl_line;repl_budget;status_code;status;objective;runtime_s;cost_time;cost_wait;cost_oper;obj_stage1;obj_stage2_exp;repl_cost_freq_exp;repl_cost_path_exp;repl_cost_exp
lintim;SiouxFalls;SiouxFalls;integrated;False;True;True;False;False;0;1;5;50;10;50;12;8;2;100;500;-5;;11;38714.487999878045;13.10099983215332;4845.637999917093;3327.0499999609474;7698.8;14335.0;24379.48799987804;1920.0;6587.999999999999;8508.0
lintim;SiouxFalls;SiouxFalls;separated;False;True;True;False;False;0;1;5;50;10;50;12;8;2;100;500;-5;;;;;;;;;;;;
