source;network;scenario_line_data;procedure;routing_agg;waiting_time_frequency;gap;time_limit;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;cost_repl_freq;cost_repl_line;repl_budget;bypass_multiplier;overdemand_threshold;overdemand_multiplier;num_od;train_capacity;infrastructure_capacity;max_frequency;threads;scenario_infra_id;scenario_prob_id;case_k;case_per_run;case_variants;case_selection;case_p_fail;case_id;case_sweep_row;case_variant_idx;case_edges;case_lines;run_group_id;status_code;status;objective;runtime_s;opt_gap;cost_time;cost_time_base;cost_time_over;cost_bypass;cost_wait;cost_oper;obj_stage1;obj_stage2_exp;repl_cost_freq_exp;repl_cost_path_exp;repl_cost_exp;variant
lintim;SiouxFalls;SiouxFalls;ws;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;550;50;10;10;16;1066;1066;1;1;5;line_consecutive;0.5;1066;13;1;2-6;2;g_000;2;OPTIMAL;181316.43;565.90176820755;0.0;123045.9299999999;119243.11499999992;3802.8149999999982;171.84999999999988;23377.05;30161.599999999995;85534.17499999993;95782.25499999996;1840.0;2720.0000000000005;4560.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;integrated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;550;50;10;10;16;1066;1066;1;1;5;line_consecutive;0.5;1066;13;1;2-6;2;g_000;2;OPTIMAL;182753.0649999993;432.9013941287994;0.0;122728.71500004898;119269.67500002704;3459.040000021931;171.84999994882395;23032.100000001454;31530.399999999998;85754.76999999996;96998.29499999924;2570.0;2720.0000000000005;5290.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;separated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;550;50;10;10;16;1066;1066;1;1;5;line_consecutive;0.5;1066;13;1;2-6;2;g_000;2;OPTIMAL;185910.19499999983;163.17123293876648;0.0;122413.88499999986;118138.47999999984;4275.404999999999;4018.25;23404.859999999997;28407.2;84778.22999999988;101131.96499999995;4946.0;2720.0000000000005;7666.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;eev;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;550;50;10;10;16;1066;1066;1;1;5;line_consecutive;0.5;1066;13;1;2-6;2;g_000;2;OPTIMAL;184602.14;124.56559705734252;0.0;123775.82999999996;119389.52499999997;4386.304999999999;1186.4999999999982;23204.609999999982;29299.199999999997;85253.61999999997;99348.51999999996;4416.0;2720.0000000000005;7136.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;ws;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;300;50;10;10;16;1044;1044;1;1;5;line_consecutive;0.5;1044;8;4;10-11;1,7,10;g_000;2;OPTIMAL;154715.08000000002;2763.426140069961;0.0;103863.06;100622.95500000002;3240.1049999999977;0.0;21335.22;26666.800000000003;74163.08499999996;80551.99499999995;1170.0;1680.0;2850.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;integrated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;300;50;10;10;16;1044;1044;1;1;5;line_consecutive;0.5;1044;8;4;10-11;1,7,10;g_000;2;OPTIMAL;156239.80499999988;4666.076982975006;0.0;102939.485;100424.63499999998;2514.85;0.0;20917.51999999985;27352.800000000003;73832.13999999996;82407.66499999978;1670.0;3360.0;5030.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;separated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;300;50;10;10;16;1044;1044;1;1;5;line_consecutive;0.5;1044;8;4;10-11;1,7,10;g_000;2;OPTIMAL;158441.70499999996;649.9182629585266;0.0;104467.78499999992;100797.64999999994;3670.134999999997;0.0;20829.120000000003;25404.800000000003;73169.63999999994;85272.065;4380.0;3360.0;7740.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;eev;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;300;50;10;10;16;1044;1044;1;1;5;line_consecutive;0.5;1044;8;4;10-11;1,7,10;g_000;2;OPTIMAL;157286.5299999999;562.1369421482086;0.0;104771.81999999988;100898.0149999999;3873.804999999992;0.0;21245.91;25548.800000000003;73826.18999999992;83460.34;2360.0;3360.0;5720.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;ws;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;150;50;10;10;16;1028;1028;1;1;5;line_consecutive;0.5;1028;5;3;17-19;2,13,14;g_000;2;OPTIMAL;124010.74999999878;345.087213754654;0.0;74658.4299999997;72154.42499999971;2504.004999999996;2864.9999999999995;15311.519999999056;22034.300000000003;55237.609999998815;68773.13999999997;376.5;8765.0;9141.5;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;integrated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;150;50;10;10;16;1028;1028;1;1;5;line_consecutive;0.5;1028;5;3;17-19;2,13,14;g_000;2;OPTIMAL;124793.32;433.3145761489868;0.0;75212.23999999996;72307.96999999996;2904.2699999999986;2865.0;15266.280000000002;21848.300000000003;55027.59;69765.73;836.4999999999999;8765.0;9601.5;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;separated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;150;50;10;10;16;1028;1028;1;1;5;line_consecutive;0.5;1028;5;3;17-19;2,13,14;g_000;2;OPTIMAL;126341.82999999702;152.38198900222778;0.0;75550.85999999996;72072.50999999995;3478.3499999999985;2367.3000000000006;15439.26999999704;20543.4;54425.06999999997;71916.75999999704;1923.0;10518.0;12441.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;eev;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;150;50;10;10;16;1028;1028;1;1;5;line_consecutive;0.5;1028;5;3;17-19;2,13,14;g_000;2;OPTIMAL;128150.08999999995;109.19737410545348;0.0;75733.14999999992;72901.24499999992;2831.904999999999;2865.0;15734.04;22378.9;56277.23999999996;71872.85;730.0;10709.0;11439.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;ws;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;350;50;10;10;16;1049;1049;1;1;5;line_consecutive;0.5;1049;9;4;20-21;6;g_000;2;OPTIMAL;156424.56;370.3187863826752;0.0;105349.02999999996;103022.32999999996;2326.6999999999985;0.0;21269.53;27342.0;76916.13;79508.42999999993;0.0;2464.0;2464.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;integrated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;350;50;10;10;16;1049;1049;1;1;5;line_consecutive;0.5;1049;9;4;20-21;6;g_000;2;OPTIMAL;157056.16499999998;675.3163449764252;0.0;104271.595;102751.715;1519.8800000000056;0.0;21235.37;28815.200000000004;77013.95000000001;80042.21500000003;270.0;2464.0;2734.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;separated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;350;50;10;10;16;1049;1049;1;1;5;line_consecutive;0.5;1049;9;4;20-21;6;g_000;2;OPTIMAL;157248.08500000002;48.03462290763855;0.0;106064.65500000004;103174.475;2890.1799999999976;755.9999999999784;21334.63;26088.800000000003;76526.03000000004;80722.055;540.0;2464.0;3004.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;eev;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;350;50;10;10;16;1049;1049;1;1;5;line_consecutive;0.5;1049;9;4;20-21;6;g_000;2;OPTIMAL;157248.08500000002;51.52893400192261;0.0;106070.11500000002;103171.745;2898.3699999999985;755.9999999999784;21329.17000000001;26088.800000000003;76526.03000000004;80722.055;540.0;2464.0;3004.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;ws;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;550;50;10;10;16;1067;1067;1;1;5;line_consecutive;0.5;1067;13;2;14-15;14;g_000;2;OPTIMAL;170493.83499999996;350.53228306770325;0.0;118028.4049999999;116078.2999999999;1950.1049999999984;0.0;23439.93;28649.000000000004;84848.33999999995;85645.49499999997;376.5;0.0;376.5;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;integrated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;550;50;10;10;16;1067;1067;1;1;5;line_consecutive;0.5;1067;13;2;14-15;14;g_000;2;OPTIMAL;170582.01999999996;341.1181609630585;0.0;118412.74999999996;116270.985;2141.7649999999976;0.0;23356.969999999998;28435.800000000003;84843.40999999999;85738.60999999988;376.5;0.0;376.5;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;separated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;550;50;10;10;16;1067;1067;1;1;5;line_consecutive;0.5;1067;13;2;14-15;14;g_000;2;OPTIMAL;170964.78499999986;10.041661024093628;0.0;118621.21499999984;116001.53499999986;2619.6799999999976;0.0;23470.97;28119.6;84778.22999999988;86186.555;752.9999999999999;0.0;752.9999999999999;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;eev;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;550;50;10;10;16;1067;1067;1;1;5;line_consecutive;0.5;1067;13;2;14-15;14;g_000;2;OPTIMAL;170964.78499999992;12.333176136016846;0.0;118619.25499999986;116004.92499999989;2614.3299999999977;0.0;23472.929999999997;28119.6;84778.22999999991;86186.555;752.9999999999999;0.0;752.9999999999999;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;ws;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;250;50;10;10;16;1037;1037;1;1;5;line_consecutive;0.5;1037;7;2;11-12;1,7,8;g_000;2;OPTIMAL;144645.09999999648;1479.3933997154236;9.31405909580592e-06;96697.0799999966;93678.30999999822;3018.769999998389;0.0;19683.219999999827;25924.800000000003;69907.16499999858;74737.93499999781;740.0;1600.0;2340.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;integrated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;250;50;10;10;16;1037;1037;1;1;5;line_consecutive;0.5;1037;7;2;11-12;1,7,8;g_000;2;OPTIMAL;145826.78500000003;1870.635938882828;0.0;96539.185;93486.38;3052.805;0.0;19516.8;26000.800000000003;69422.40999999996;76404.37499999994;2170.0;1600.0;3770.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;separated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;250;50;10;10;16;1037;1037;1;1;5;line_consecutive;0.5;1037;7;2;11-12;1,7,8;g_000;2;OPTIMAL;146821.71999999997;426.8510773181915;0.0;96503.67;93451.86500000002;3051.8049999999994;0.0;19653.25;25364.800000000003;68949.52999999998;77872.19;3700.0;1600.0;5300.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;eev;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;250;50;10;10;16;1037;1037;1;1;5;line_consecutive;0.5;1037;7;2;11-12;1,7,8;g_000;2;OPTIMAL;146527.31999999995;253.16506695747373;0.0;97063.41;93513.875;3549.5349999999994;0.0;19613.110000000004;24920.8;68999.92999999998;77527.38999999998;3330.0;1600.0;4930.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;ws;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;100;50;10;10;16;1023;1023;1;1;5;line_consecutive;0.5;1023;4;3;14-15;14;g_000;2;OPTIMAL;83583.60000001846;83.7945671081543;0.0;54541.2;53185.39;1355.8100000000024;0.0;11925.20000001846;17117.200000000004;41791.8;41791.800000018455;0.0;0.0;0.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;integrated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;100;50;10;10;16;1023;1023;1;1;5;line_consecutive;0.5;1023;4;3;14-15;14;g_000;2;OPTIMAL;83850.2499999999;85.23413705825806;0.0;54606.0499999999;53010.924999999945;1595.1249999999504;0.0;11951.899999999983;16915.800000000003;41557.76999999988;42292.47999999996;376.5;0.0;376.5;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;separated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;100;50;10;10;16;1023;1023;1;1;5;line_consecutive;0.5;1023;4;3;14-15;14;g_000;2;OPTIMAL;83850.24999998629;3.057191610336304;0.0;54606.04999998917;53010.92499999222;1595.1249999969516;0.0;11951.899999997117;16915.800000000003;41557.76999999999;42292.4799999863;376.5;0.0;376.5;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;eev;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;100;50;10;10;16;1023;1023;1;1;5;line_consecutive;0.5;1023;4;3;14-15;14;g_000;2;OPTIMAL;83850.2499999863;3.1592729091644287;0.0;54606.049999989176;53010.92499999223;1595.1249999969518;0.0;11951.899999997118;16915.800000000003;41557.77;42292.4799999863;376.5;0.0;376.5;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;ws;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;450;50;10;10;16;1059;1059;1;1;5;line_consecutive;0.5;1059;11;4;3-12;8,12;g_000;2;OPTIMAL;163274.48000000004;486.97706270217896;0.0;113000.2099999999;110647.65499999988;2352.5549999999994;0.0;22565.469999999998;27708.800000000003;81637.23999999995;81637.23999999993;0.0;0.0;0.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;integrated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;450;50;10;10;16;1059;1059;1;1;5;line_consecutive;0.5;1059;11;4;3-12;8,12;g_000;2;OPTIMAL;163589.30000000002;600.1584689617157;0.0;113395.85999999984;110827.77999999984;2568.079999999991;0.0;22572.640000000007;27620.8;81794.6499999999;81794.65;0.0;0.0;0.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;separated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;450;50;10;10;16;1059;1059;1;1;5;line_consecutive;0.5;1059;11;4;3-12;8,12;g_000;2;OPTIMAL;163941.7149999999;17.507343769073486;0.0;113055.52499999988;110590.54999999989;2464.9749999999985;0.0;22651.39;27504.800000000003;81479.82999999993;82461.885;730.0000000000001;0.0;730.0000000000001;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;eev;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;450;50;10;10;16;1059;1059;1;1;5;line_consecutive;0.5;1059;11;4;3-12;8,12;g_000;2;OPTIMAL;163941.71499999997;12.922825574874878;0.0;113049.00499999996;110596.10999999994;2452.8949999999986;0.0;22657.91;27504.800000000003;81479.82999999999;82461.885;730.0000000000001;0.0;730.0000000000001;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;ws;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;25;50;10;10;16;1006;1006;1;1;5;line_consecutive;0.5;1006;1;1;23-24;4;g_000;2;OPTIMAL;30602.120000000003;35.83924984931946;0.0;16385.900000000005;15701.000000000004;684.9000000000002;0.0;4299.019999999999;9917.2;15301.060000000003;15301.060000000003;0.0;0.0;0.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;integrated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;25;50;10;10;16;1006;1006;1;1;5;line_consecutive;0.5;1006;1;1;23-24;4;g_000;2;OPTIMAL;31432.29000000637;54.38332390785217;0.0;16351.06;15596.105000000003;754.9549999999994;0.0;4157.230000006372;9024.0;14464.700000000004;16967.590000006363;540.0;1360.0000000000002;1900.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;separated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;25;50;10;10;16;1006;1006;1;1;5;line_consecutive;0.5;1006;1;1;23-24;4;g_000;2;OPTIMAL;31989.10497350517;1.8279781341552732;0.0;16501.874975850595;15705.3049773265;796.5699985240926;0.0;4107.229997654585;8120.0;13990.549973505174;17998.555;540.0;2720.0000000000005;3260.0000000000005;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;eev;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;25;50;10;10;16;1006;1006;1;1;5;line_consecutive;0.5;1006;1;1;23-24;4;g_000;2;OPTIMAL;31989.104937865;1.8257043361663816;4.054678743141543e-11;16501.874945363445;15705.304956110493;796.5699892529544;0.0;4107.229992501557;8120.0;13990.549937865;17998.555;540.0;2720.0000000000005;3260.0000000000005;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;ws;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;100;50;10;10;16;1021;1021;1;1;5;line_consecutive;0.5;1021;4;1;10-16;1,10;g_000;2;OPTIMAL;85813.45499999999;164.38491821289062;0.0;54814.08499999999;53341.83999999999;1472.2450000000003;181.99999999998795;11995.17;17346.200000000004;41745.81499999999;44067.63999999997;370.0;1106.0;1476.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;integrated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;100;50;10;10;16;1021;1021;1;1;5;line_consecutive;0.5;1021;4;1;10-16;1,10;g_000;2;OPTIMAL;86189.54500000001;225.8318450450897;0.0;54758.155;53335.5;1422.655;182.0000000000007;12029.990000000002;17743.4;41933.85999999999;44255.685;370.0;1106.0;1476.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;separated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;100;50;10;10;16;1021;1021;1;1;5;line_consecutive;0.5;1021;4;1;10-16;1,10;g_000;2;OPTIMAL;87190.6899999863;48.1114809513092;0.0;54913.11999998917;53310.48999999221;1602.6299999969508;0.0;11891.969999997116;17003.600000000002;41557.76999999999;45632.91999998631;1170.0;2212.0;3382.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;eev;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;100;50;10;10;16;1021;1021;1;1;5;line_consecutive;0.5;1021;4;1;10-16;1,10;g_000;2;OPTIMAL;87190.68999998631;51.36965298652649;0.0;54913.11999998917;53310.48999999222;1602.629999996951;0.0;11891.969999997118;17003.600000000002;41557.77;45632.91999998631;1170.0;2212.0;3382.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;ws;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;350;50;10;10;16;1045;1045;1;1;5;line_consecutive;0.5;1045;9;0;23-24;4;g_000;2;OPTIMAL;158736.095;362.0052850246429;0.0;107212.14500000003;103923.73000000004;3288.4149999999986;0.0;21343.55;27460.4;77640.29500000003;81095.79999999999;0.0;2720.0000000000005;2720.0000000000005;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;integrated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;350;50;10;10;16;1045;1045;1;1;5;line_consecutive;0.5;1045;9;0;23-24;4;g_000;2;OPTIMAL;159779.14499999996;611.4161338806152;0.0;107389.01500000004;103862.90500000004;3526.109999999996;0.0;21183.73;26586.399999999998;77051.71000000004;82727.4350000001;540.0;4080.000000000001;4620.000000000001;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;separated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;350;50;10;10;16;1045;1045;1;1;5;line_consecutive;0.5;1045;9;0;23-24;4;g_000;2;OPTIMAL;160665.13000000006;54.91257691383362;0.0;106788.12000000002;103754.93000000004;3033.1899999999973;60.0;21222.61;26074.4;76526.03000000004;84139.10000000002;1080.0;5440.000000000001;6520.000000000001;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;eev;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;350;50;10;10;16;1045;1045;1;1;5;line_consecutive;0.5;1045;9;0;23-24;4;g_000;2;OPTIMAL;160166.85000000003;46.952664852142334;0.0;107659.64999999997;104096.72999999998;3562.9199999999964;60.0;21268.8;26018.4;76684.99;83481.86000000002;1080.0;4080.000000000001;5160.000000000001;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;ws;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;10;50;10;10;16;1002;1002;1;1;5;line_consecutive;0.5;1002;0;2;14-23;4,10;g_000;2;OPTIMAL;15526.910000000003;17.678977966308594;0.0;7060.250000000003;6461.780000000001;598.4700000000015;0.0;2098.6600000000003;5168.0;6977.455000000002;8549.455;0.0;1200.0;1200.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;integrated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;10;50;10;10;16;1002;1002;1;1;5;line_consecutive;0.5;1002;0;2;14-23;4,10;g_000;2;OPTIMAL;15918.1000000003;38.13463997840881;0.0;7296.23999999985;6586.579999999924;709.6599999999248;0.0;2117.8600000004526;5304.0;7173.049999999833;8745.050000000469;0.0;1200.0;1200.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;separated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;10;50;10;10;16;1002;1002;1;1;5;line_consecutive;0.5;1002;0;2;14-23;4,10;g_000;2;OPTIMAL;16381.72;1.2410612106323242;0.0;6810.760000000001;6360.9800000000005;449.78;0.0;2066.96;5104.0;6781.860000000001;9599.86;0.0;2400.0;2400.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;eev;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;10;50;10;10;16;1002;1002;1;1;5;line_consecutive;0.5;1002;0;2;14-23;4,10;g_000;2;OPTIMAL;16381.72;1.234961748123169;0.0;6810.760000000002;6360.9800000000005;449.78000000000026;0.0;2066.96;5104.0;6781.860000000001;9599.86;0.0;2400.0;2400.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;ws;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;200;50;10;10;16;1031;1031;1;1;5;line_consecutive;0.5;1031;6;1;4-5;3;g_000;2;OPTIMAL;127082.63;282.6227271556854;0.0;85292.11000000002;83063.54000000001;2228.570000000008;0.0;17873.719999999998;23916.8;63541.31500000002;63541.31500000002;0.0;0.0;0.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;integrated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;200;50;10;10;16;1031;1031;1;1;5;line_consecutive;0.5;1031;6;1;4-5;3;g_000;2;OPTIMAL;127499.75500000002;236.02951383590695;0.0;84271.43499999997;82812.44999999995;1458.985000000002;0.0;17857.520000000004;24880.800000000003;63365.45999999998;64134.29499999999;490.00000000000006;0.0;490.00000000000006;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;separated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;200;50;10;10;16;1031;1031;1;1;5;line_consecutive;0.5;1031;6;1;4-5;3;g_000;2;OPTIMAL;128845.63;26.990785121917725;0.0;85829.03000000004;83140.59000000004;2688.439999999999;0.0;17793.799999999996;23392.8;63166.900000000016;65678.73;1830.0;0.0;1830.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;eev;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;200;50;10;10;16;1031;1031;1;1;5;line_consecutive;0.5;1031;6;1;4-5;3;g_000;2;OPTIMAL;128845.63;26.58721327781677;0.0;85829.03000000003;83140.59000000003;2688.439999999999;0.0;17793.799999999996;23392.8;63166.90000000001;65678.73;1830.0;0.0;1830.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;ws;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;350;50;10;10;16;1046;1046;1;1;5;line_consecutive;0.5;1046;9;1;2-6;2;g_000;2;OPTIMAL;164381.425;300.2495541572571;4.969045519071488e-16;110279.96500000004;106854.29000000004;3425.674999999999;0.0;21421.06;28580.39999999999;78008.62;86372.80499999996;1379.9999999999998;2720.0000000000005;4100.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;integrated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;350;50;10;10;16;1046;1046;1;1;5;line_consecutive;0.5;1046;9;1;2-6;2;g_000;2;OPTIMAL;166114.07000000004;415.145299911499;0.0;108899.14000000009;105927.22500000006;2971.9149999999986;0.0;21472.13;30452.80000000001;77678.34000000001;88435.73;2570.0;2720.0000000000005;5290.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;separated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;350;50;10;10;16;1046;1046;1;1;5;line_consecutive;0.5;1046;9;1;2-6;2;g_000;2;OPTIMAL;168844.88000000006;156.4330987930298;0.0;111100.69000000005;106580.85000000002;4519.8399999999965;60.0;21578.29;26843.4;76526.03000000004;92318.85;6542.5;2720.0000000000005;9262.5;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;eev;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;350;50;10;10;16;1046;1046;1;1;5;line_consecutive;0.5;1046;9;1;2-6;2;g_000;2;OPTIMAL;168057.91;105.0021870136261;0.0;109790.64999999997;105859.00499999998;3931.6449999999977;2234.95;21453.11;27443.19999999999;76922.56;91135.35;4416.0;2720.0000000000005;7136.0;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;ws;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;250;50;10;10;16;1035;1035;1;1;5;line_consecutive;0.5;1035;7;0;23-24;4;g_000;2;OPTIMAL;142985.49499999647;274.69556879997253;9.31405909580592e-06;94669.8149999966;92308.98999999822;2360.824999998388;0.0;19266.079999999827;26329.6;69780.66499999863;73204.82999999783;0.0;2720.0000000000005;2720.0000000000005;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;integrated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;250;50;10;10;16;1035;1035;1;1;5;line_consecutive;0.5;1035;7;0;23-24;4;g_000;2;OPTIMAL;144259.12499999994;517.4073750972748;0.0;95538.09499999996;92671.85999999996;2866.2349999999988;0.0;19034.62999999999;25066.399999999987;69331.18000000002;74927.94500000004;540.0;4080.000000000001;4620.000000000001;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;separated;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;250;50;10;10;16;1035;1035;1;1;5;line_consecutive;0.5;1035;7;0;23-24;4;g_000;2;OPTIMAL;145842.41999999998;59.059250354766846;0.0;94671.91999999998;92376.615;2295.3049999999994;213.0;19302.7;25224.800000000003;68949.52999999998;76892.89;2350.0;4080.000000000001;6430.000000000001;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;eev;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;250;50;10;10;16;1035;1035;1;1;5;line_consecutive;0.5;1035;7;0;23-24;4;g_000;2;OPTIMAL;145550.99999999997;39.11600279808045;0.0;95543.81999999998;92377.03499999996;3166.784999999999;213.0;19327.38;24576.8;69115.24999999997;76435.75;1810.0;4080.000000000001;5890.000000000001;flat (waiting_freq=False)
lintim;SiouxFalls;SiouxFalls;ws;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;300;50;10;10;16;1043;1043;1;1;5;line_consecutive;0.5;1043;8;3;4-11;4;g_000;2;OPTIMAL;152037.19000000003;435.8502819538117;0.0;101635.46999999996;98695.395;2940.074999999998;0.0;20464.119999999995;26657.6;74216.97999999994;77820.20999999995;0.0;3280.0;3280.0;flat (waiting_freq=False)
