edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_12;flow_line_13;flow_line_16;flow_line_17;flow_line_18;flow_line_19;flow_line_24;flow_line_25;flow_line_26;flow_line_27
10;1.8;98.19;0.0;0.0;0.0;0.0;98.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1.8;27.160000000000032;0.0;0.0;0.0;0.0;0.0;27.160000000000032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;236.74;0.0;0.0;0.0;0.0;0.0;0.0;236.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;2.4;43.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;2.0;66.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66.71;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;112.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;1.2;250.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;1.2;39.870000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.870000000000005;0.0;0.0;0.0;0.0;0.0;0.0
18;1.2;300.0;0.0;0.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;1.2;47.76;0.0;0.0;0.0;47.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;172.02;0.0;0.0;0.0;0.0;0.0;0.0;172.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20;2.0;56.44;0.0;0.0;0.0;0.0;0.0;37.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;1.2;11.45;0.0;0.0;0.0;0.0;11.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;1.2;37.69;0.0;0.0;0.0;0.0;0.0;37.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;2.0;23.080000000000013;0.0;0.0;0.0;0.0;0.0;8.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.020000000000012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;2.0;149.99999999999994;0.0;0.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.99999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;1.2;334.66999999999996;0.0;0.0;225.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.66999999999997;0.0;75.0;0.0;0.0;0.0
27;1.2;150.32999999999996;0.0;0.0;0.0;124.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.07999999999996;0.0;12.35;0.0;0.0
28;1.2;187.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;112.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
