edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_14;flow_line_15;flow_line_16;flow_line_17;flow_line_22;flow_line_23;flow_line_24;flow_line_25;flow_line_26;flow_line_27
0;5.4;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0
10;1.8;250.0;50.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1.8;171.38000000000005;0.0;37.5;0.0;0.0;0.0;133.88000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;292.88;0.0;50.0;0.0;0.0;0.0;0.0;242.88000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;2.4;76.71000000000001;28.96;0.0;0.0;0.0;0.0;0.0;0.0;47.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;2.0;50.58000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.58000000000003;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;133.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;133.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;1.2;368.14;50.0;0.0;0.0;0.0;187.76999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;1.2;112.92000000000002;0.0;37.5;0.0;0.0;0.0;42.60000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.820000000000014;0.0;0.0;0.0;0.0;0.0;0.0
18;1.2;300.0;0.0;0.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;1.2;47.75999999999998;0.0;0.0;0.0;47.75999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;134.51999999999998;0.0;0.0;0.0;0.0;0.0;0.0;134.51999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20;2.0;115.01;0.0;0.0;0.0;0.0;0.0;115.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;1.2;84.81;0.0;0.0;0.0;0.0;0.0;84.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;2.0;43.28000000000003;0.0;0.0;0.0;0.0;0.0;43.28000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;2.0;186.23000000000008;0.0;0.0;0.0;0.0;186.23000000000008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;1.2;400.0;0.0;0.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
27;1.2;141.0599999999999;0.0;0.0;0.0;116.3599999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.7;0.0;0.0
28;1.2;200.00000000000003;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.00000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;1.2;131.53000000000003;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.03000000000004;0.0;0.0;0.0;0.0;0.0;0.0
32;2.6;105.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.5;0.0;0.0;0.0;0.0;0.0;43.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;2.6;194.71000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;104.30000000000005;0.0;0.0;0.0;0.0;0.0;90.41;0.0;0.0;0.0;0.0;0.0;0.0
