source;network;scenario_line_data;procedure;optimize_lines;routing_agg;eliminate_subtours;line_repl_allowed;waiting_time_frequency;gap;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;num_od;train_capacity;infrastructure_capacity;max_frequency;num_scenarios;cost_repl_freq;cost_repl_line;repl_budget;status;objective;cost_time;cost_wait;cost_oper;runtime_s;obj_stage1;obj_stage2_exp;repl_cost_exp
lintim;SiouxFalls;SiouxFalls;separated;False;True;True;False;False;0;1;0;1;50;50;12;5;2;1;1000;-5;OPTIMAL;33503.13599999997;32522.615999999973;0.0;690.68;0.25300002098083496;13939.189999999968;19563.946000000004;289.84000000000003
lintim;SiouxFalls;SiouxFalls;integrated;False;True;True;False;False;0;1;0;1;50;50;12;5;2;1;1000;-5;OPTIMAL;33460.056000000004;32510.256000000005;0.0;712.9399999999999;0.621999979019165;13949.09;19274.106000000003;236.86000000000004
