edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_14;flow_line_15;flow_line_16;flow_line_17;flow_line_26;flow_line_27
10;1.8;87.94;42.92;0.0;0.0;0.0;45.019999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1.8;67.85;0.0;37.5;0.0;0.0;0.0;30.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;125.65;0.0;37.5;0.0;0.0;0.0;0.0;88.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;2.4;50.44;37.5;0.0;0.0;0.0;0.0;0.0;0.0;12.940000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;49.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.1;0.0;0.0;0.0
16;1.2;112.5;37.5;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0
17;1.2;43.31;0.0;37.5;0.0;0.0;0.0;5.810000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;1.2;217.86;0.0;0.0;217.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;58.329999999999984;0.0;0.0;0.0;0.0;0.0;0.0;58.329999999999984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;2.0;37.5;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;1.2;181.01;0.0;0.0;181.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
