source;network;scenario_line_data;procedure;optimize_lines;routing_agg;eliminate_subtours;line_repl_allowed;waiting_time_frequency;gap;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;num_od;train_capacity;infrastructure_capacity;max_frequency;num_scenarios;cost_repl_freq;cost_repl_line;repl_budget;cand_detour_count;cand_ksp_count;status_code;status;objective;runtime_s;cost_time;cost_wait;cost_oper;obj_stage1;obj_stage2_exp;repl_cost_freq_exp;repl_cost_path_exp;repl_cost_exp
lintim;Cross;Cross;separated;False;True;True;False;False;0;2;10;50;10;50;12;8;2;100000;100000;-5;2;2;;OPTIMAL;200850.4;0.009000062942504883;10.4;40.0;800.0;424.0;200426.4;0.0;200000.0;200000.0
lintim;Cross;Cross;integrated;False;True;True;False;False;0;2;10;50;10;50;12;8;2;100000;100000;-5;2;2;;OPTIMAL;8180.0;0.07700014114379883;160.0;20.0;8000.0;4090.0;4090.0;0.0;0.0;0.0
