run_group_id;WS;RP;EEV_nom;EEV_mean;EVPI;VSS_nom;VSS_mean;procedures_present
g_000;61903.365999999856;63863.422;66901.56600000235;64812.73999999999;1960.0560000001424;3038.1440000023504;949.317999999992;eev,integrated,separated,ws
