source;network;scenario_line_data;procedure;optimize_lines;routing_agg;eliminate_subtours;line_repl_allowed;waiting_time_frequency;gap;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;num_od;train_capacity;infrastructure_capacity;max_frequency;num_scenarios;cost_repl_freq;cost_repl_line;repl_budget;status_code;status;objective;runtime_s;cost_time;cost_wait;cost_oper;obj_stage1;obj_stage2_exp;repl_cost_freq_exp;repl_cost_path_exp;repl_cost_exp
lintim;SiouxFalls;SiouxFalls;integrated;False;True;True;False;False;0;1;5;50;10;50;12;8;2;100;500;-5;2;OPTIMAL;34730.895999993016;122.99499988555908;7907.836000000001;5871.459999993018;14173.2;13380.920000000002;21349.975999993017;2938.3999999999996;3840.0;6778.4
lintim;SiouxFalls;SiouxFalls;separated;False;True;True;False;False;0;1;5;50;10;50;12;8;2;100;500;-5;2;OPTIMAL;36503.00199797821;0.192000150680542;7185.731998426036;5661.669999552172;13165.2;11827.18999797821;24675.811999999998;6650.4;3840.0;10490.4
lintim;SiouxFalls;SiouxFalls;integrated;False;True;True;False;False;0;1;5;50;20;50;12;8;2;100;500;-5;11;11;58440.524000000005;177.19700002670288;9343.974;5095.42;9865.0;23096.130000000005;35344.394;0.0;11040.0;11040.0
lintim;SiouxFalls;SiouxFalls;separated;False;True;True;False;False;0;1;5;50;20;50;12;8;2;100;500;-5;11;;;;;;;;;;;
